song,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
if I were u (with Lauv),K pop,0.6823770491803279,0.6286286286286287,-1.8647840531561464,1.0,0.0644927536231884,0.144578313253012,0.0,0.196058091286307,0.7778904665314402,0.3513692018493116
if i were a friend,Gospel,0.5563524590163935,0.4714714714714714,-3.290365448504984,1.0,0.0453416149068323,0.6184738955823293,6.817724068479356e-05,0.1670124481327801,0.0786004056795131,0.3891725516096801
if we never met,Lofi,0.9815573770491804,0.3763763763763764,-2.3465116279069766,1.0,0.0541407867494824,0.1716867469879518,0.0,0.1348547717842323,0.3356997971602434,0.4570949550373419
if we never met (feat. Kelsea Ballerini),K pop,0.978483606557377,0.3693693693693693,-2.529568106312293,1.0,0.0519668737060041,0.2238955823293172,0.0,0.1452282157676348,0.3478701825557809,0.4571626953885756
ill come back to you (feat. Sarcastic Sounds & Rxseboy),Rock,0.6680327868852459,0.4834834834834834,-3.3102990033222595,0.0,0.3012422360248447,0.6606425702811245,0.0,0.4076763485477179,0.3772819472616633,0.321711629324798
ilyily,,0.6659836065573771,0.2322322322322322,-5.2601328903654485,1.0,0.0350931677018633,0.9708835341365462,0.3746223564954682,0.1307053941908713,0.4391480730223124,0.4660070449965283
ilym,Metal,0.2674180327868852,0.2772772772772773,-2.7053156146179407,0.0,0.0320910973084886,0.57429718875502,1.4098690835850957e-06,0.0891078838174273,0.0625760649087221,0.7581711798675677
ilym (feat. ROSIE),Jazz,0.2674180327868852,0.2772772772772773,-2.7053156146179407,0.0,0.0320910973084886,0.57429718875502,1.4098690835850957e-06,0.0891078838174273,0.0625760649087221,0.7581711798675677
in case you miss me,Lofi,0.6905737704918034,0.5445445445445446,-2.36312292358804,1.0,0.0423395445134575,0.1475903614457831,0.0,0.0761410788381742,0.4695740365111562,0.6313612423580416
in my heart,EDM,0.6362704918032787,0.7987987987987989,-1.9661129568106317,1.0,0.0531055900621118,0.0264056224899598,0.0900302114803625,0.191908713692946,0.0926977687626774,0.4699444529119883
in your arms,Country,0.757172131147541,0.2802802802802803,-5.71827242524917,1.0,0.0961697722567287,0.6997991967871485,0.0133937562940584,0.3755186721991701,0.7657200811359026,0.6050568172195974
insomnia,Rap,0.7336065573770492,0.4714714714714714,-3.1564784053156147,0.0,0.0387163561076604,0.7590361445783133,0.0,0.0921161825726141,0.4107505070993915,0.317579467899541
intimate moments,Rock,0.5368852459016393,0.6646646646646647,-2.064451827242525,1.0,0.0419254658385093,0.0106425702811244,0.0,0.1307053941908713,0.4381338742393509,0.5499542752629172
is your bedroom ceiling bored? (feat. Cavetown),Rap,0.6311475409836066,0.4504504504504504,-3.266445182724253,1.0,0.1180124223602484,0.5311244979919679,1.5911379657603225e-06,0.096058091286307,0.1977687626774848,0.5243568900404748
is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,R&B,0.5338114754098361,0.3473473473473473,-4.224584717607973,1.0,0.1697722567287785,0.464859437751004,0.0,0.0943983402489626,0.2008113590263691,0.5249707869735304
isometric,,0.7397540983606558,0.1951951951951952,-5.124916943521595,1.0,0.1149068322981366,0.9066265060240964,5.317220543806647e-06,0.1141078838174274,0.3580121703853955,0.4908084810919745
"jealousy, jealousy",K pop,0.7120901639344261,0.5755755755755755,-2.1043189368770765,0.0,0.1200828157349896,0.1987951807228915,0.0,0.0636929460580913,0.7089249492900608,0.6940380023370422
just a boy,Rock,0.5225409836065574,0.3033033033033033,-1.7754152823920268,1.0,0.0581780538302277,0.8955823293172691,0.0,0.1317427385892116,0.5172413793103449,0.8389176785381632
just wanna rock (Lil Uzi Vert) - Sped Up Version,Metal,0.5573770491803279,0.5465465465465466,-4.808970099667774,1.0,0.0955486542443064,0.0099397590361445,0.0002719033232628,0.4066390041493776,0.1531440162271805,0.6848549509729208
justified,Country,0.6854508196721312,0.5525525525525526,-2.6511627906976747,1.0,0.0607660455486542,0.8102409638554218,0.0008801611278952,0.3329875518672199,0.4949290060851927,0.4238090399498722
justlikeu4theimage,Lofi,0.7254098360655737,0.7237237237237237,-1.4780730897009968,1.0,0.0564182194616977,0.0196787148594377,0.0,0.20850622406639,0.6825557809330629,0.6009585259699571
kaika,Rock,0.5553278688524591,0.6546546546546547,-2.7853820598006647,1.0,0.0389233954451345,0.392570281124498,3.7764350453172205e-05,0.1929460580912863,0.4939148073022312,0.3726058019610831
keep me afraid,Gospel,0.485655737704918,0.6806806806806808,-2.110963455149502,0.0,0.075879917184265,0.0814257028112449,0.0,0.1773858921161825,0.2758620689655172,0.728196074446646
killua,EDM,0.6055327868852459,0.7037037037037036,-1.9292358803986716,1.0,0.070807453416149,0.0002921686746987,6.2235649546827794e-06,0.3205394190871369,0.7150101419878295,0.5166514250876391
kissing girls,Lofi,0.4252049180327868,0.4564564564564565,-2.430232558139535,1.0,0.1097308488612836,0.9377510040160644,0.0,0.508298755186722,0.7302231237322515,0.7682263882538231
kometostai.aintreallynootherwaytoputitro,Video game music,0.5901639344262295,0.6366366366366366,-2.886378737541529,1.0,0.0781573498964803,0.4006024096385542,0.0516616314199395,0.2385892116182572,0.4442190669371196,0.3312672526207048
konoha peace (naruto shippuden lofi),Gospel,0.9487704918032788,0.1591591591591591,-5.915282392026579,1.0,0.10351966873706,0.9528112449799196,0.8912386706948641,0.0899377593360995,0.513184584178499,0.5252332808345611
kya karoon?,K pop,0.7407786885245902,0.5605605605605606,-2.765448504983389,0.0,0.036231884057971,0.6475903614457832,7.472306143001007e-06,0.2365145228215767,0.6277890466531441,0.6139900760385443
la di die (feat. jxdn),Classical,0.4959016393442623,0.6436436436436437,-1.5681063122923589,1.0,0.0430641821946169,0.0036144578313253,0.0,0.2520746887966805,0.3498985801217038,0.6942115869870785
lake hylia,,0.7530737704918032,0.3123123123123123,-8.00498338870432,0.0,0.1946169772256729,0.7660642570281124,0.811681772406848,0.1161825726141078,0.0551724137931034,0.2561601381903165
lap #1,Rock,0.6434426229508197,0.5385385385385386,-1.7760797342192691,1.0,0.0361283643892339,0.07429718875502,0.0,0.0824688796680497,0.1196754563894523,0.6055818049416586
late nights and lonely,EDM,0.4538934426229508,0.5355355355355356,-2.48405315614618,1.0,0.1728778467908902,0.7208835341365462,0.0,0.1493775933609958,0.3498985801217038,0.4070729394231909
leave,Pop,0.5184426229508197,0.3813813813813814,-3.638870431893688,0.0,0.2753623188405797,0.428714859437751,0.0023967774420946,0.1441908713692946,0.0394523326572008,0.3899727345086284
let go,,0.6670081967213115,0.7287287287287287,-2.436544850498339,0.0,0.0341614906832298,0.109437751004016,5.568982880161128e-05,0.1535269709543568,0.3772819472616633,0.5631043709461633
let me hold you,R&B,0.5461065573770493,0.3313313313313313,-5.283388704318938,0.0,0.6076604554865425,0.9859437751004017,0.6525679758308157,0.8599585062240663,0.2332657200811359,0.2943614625141831
lie to me,Jazz,0.6547131147540984,0.4044044044044044,-2.551495016611296,0.0,0.0383022774327122,0.0166666666666666,0.0,0.3558091286307054,0.0456389452332657,0.5844891530762587
lie to me,Country,0.6577868852459017,0.3923923923923924,-2.6066445182724256,0.0,0.0385093167701863,0.0151606425702811,0.0,0.3651452282157676,0.0485801217038539,0.5845357245677318
like a ghost,,0.6157786885245902,0.5875875875875876,-2.3146179401993354,0.0,0.1666666666666666,0.084437751004016,4.622356495468278e-06,0.1576763485477178,0.4026369168356998,0.7453851885722027
losing interest,Folk,0.9825819672131147,0.3173173173173173,-6.030897009966777,0.0,0.2039337474120083,0.6516064257028112,0.0010372608257804,0.1172199170124481,0.6501014198782962,0.5039077715117953
love is scary (feat. Emilia Ali),,0.7776639344262295,0.6726726726726727,-0.8880398671096347,0.0,0.1231884057971014,0.4437751004016064,8.620342396777441e-05,0.0828838174273858,0.6572008113590264,0.3387779640637436
love me blind,K pop,0.3801229508196721,0.5655655655655655,-2.3993355481727576,1.0,0.0442028985507246,0.0645582329317269,0.0032124874118831,0.3630705394190871,0.0689655172413793,0.480046232789717
love within,Classical,0.6413934426229508,0.2012012012012012,-4.281727574750831,0.0,0.0381987577639751,0.9548192771084336,0.9516616314199396,0.0938796680497925,0.2697768762677485,0.5548188792358888
love yourself (spend forever),Jazz,0.6618852459016393,0.3963963963963964,-3.114950166112957,1.0,0.062111801242236,0.0188755020080321,1.0171198388721048e-05,0.0739626556016597,0.4411764705882353,0.5478458568307677
"love, or the lack thereof",Video game music,0.7028688524590164,0.6776776776776777,-2.346843853820598,1.0,0.1677018633540372,0.1536144578313253,0.0,0.0939834024896265,0.370182555780933,0.4868329692289455
love/hate,,0.5471311475409837,0.2092092092092092,-3.9478405315614618,0.0,0.0351966873706004,0.8403614457831325,8.418932527693857e-05,0.1151452282157676,0.295131845841785,0.6168478721062168
lovely (with Khalid),K pop,0.3596311475409836,0.2962962962962963,-3.358471760797342,0.0,0.0344720496894409,0.9377510040160644,0.0,0.0985477178423236,0.1217038539553752,0.4880861657267693
lowkey,Rock,0.7704918032786885,0.4944944944944945,-2.717607973421927,1.0,0.0578674948240165,0.4337349397590361,0.0,0.0901452282157676,0.2302231237322515,0.4991659469254348
luv(drunk),Classical,0.826844262295082,0.8368368368368369,-1.4481727574750831,0.0,0.0371635610766045,0.043574297188755,0.3987915407854985,0.1172199170124481,0.9756592292089248,0.5082939592541788
m.A.A.d city,Pop,0.4989754098360656,0.7297297297297297,-2.264119601328904,1.0,0.2805383022774327,0.0540160642570281,4.0986908358509565e-06,0.4564315352697096,0.2200811359026369,0.3854764686954902
madhouse,R&B,0.6567622950819673,0.5335335335335336,-2.797674418604651,1.0,0.0534161490683229,0.5993975903614458,2.366565961732125e-06,0.1483402489626556,0.6490872210953347,0.6646810276211282
make up sex (feat. blackbear),Hip hop,0.6813524590163935,0.6786786786786787,-1.369435215946844,0.0,0.0326086956521739,0.0015662650602409,0.0,0.491701244813278,0.6916835699797161,0.55879862487087
mama i'm so sorry..,K pop,0.6383196721311476,0.6096096096096096,-1.2714285714285716,0.0,0.0357142857142857,0.4387550200803213,0.0,0.0921161825726141,0.2200811359026369,0.4451260817287337
masquerade,Pop,0.6229508196721312,0.7927927927927928,-1.9006644518272424,1.0,0.0367494824016563,0.0006767068273092,0.6576032225579054,0.2614107883817427,0.6196754563894523,0.6820775965723382
me & ur ghost,K pop,0.7602459016393442,0.6796796796796797,-1.52624584717608,1.0,0.0268115942028985,0.0489959839357429,0.0,0.0782157676348547,0.8681541582150102,0.4235507798607936
me me she,K pop,0.632172131147541,0.5925925925925926,-1.6,1.0,0.0299171842650103,0.0204819277108433,1.0574018126888216e-06,0.1524896265560165,0.3793103448275862,0.4994580771901302
met this girl on the internet,K pop,0.7520491803278688,0.2062062062062062,-4.485382059800664,1.0,0.041407867494824,0.8112449799196788,0.2386706948640483,0.1576763485477178,0.2079107505070994,0.5337600975461058
might be this,Country,0.6936475409836066,0.6056056056056056,-3.23953488372093,1.0,0.0531055900621118,0.8504016064257028,9.06344410876133e-06,0.0925311203319502,0.6683569979716024,0.3812342291994784
minor,Rock,0.7223360655737705,0.2812812812812813,-2.6548172757475084,1.0,0.0893374741200828,0.8594377510040161,0.0,0.1213692946058091,0.2139959432048681,0.3593710308387949
moment,Video game music,0.5573770491803279,0.8558558558558559,-2.4787375415282398,1.0,0.0962732919254658,0.0427710843373494,0.1581067472306143,0.1732365145228216,0.5243407707910751,0.7254525902216803
moodz (feat. 24hrs),K pop,0.7725409836065574,0.4864864864864864,-2.944850498338871,1.0,0.1480331262939958,0.1997991967871486,1.9939577039274924e-05,0.1192946058091286,0.1531440162271805,0.4315145049027079
moon and back,Classical,0.6086065573770492,0.4944944944944945,-1.4159468438538203,1.0,0.0747412008281573,0.573293172690763,2.497482376636455e-05,0.2136929460580912,0.4929006085192697,0.7626378092770412
moonlight,K pop,0.7530737704918032,0.5015015015015015,-3.739867109634552,0.0,0.1728778467908902,0.6295180722891567,0.0013091641490433,0.1078838174273859,0.5588235294117647,0.3896382665244119
more,EDM,0.3954918032786885,0.5165165165165165,-3.0641196013289043,1.0,0.2950310559006211,0.5170682730923695,0.0,0.1008298755186722,0.5638945233265721,0.4022083354502193
more,Latin,0.5788934426229507,0.7077077077077076,-1.6544850498338872,1.0,0.0369565217391304,0.570281124497992,0.0,0.3879668049792531,0.4066937119675456,0.3385874443258988
morning moon,Rap,0.5993852459016393,0.1721721721721721,-5.029900332225914,0.0,0.0691511387163561,0.7349397590361446,0.9244712990936556,0.1007261410788381,0.0490872210953346,0.3384434960795272
my bad luv,K pop,0.6557377049180328,0.6556556556556556,-1.5561461794019935,0.0,0.0428571428571428,0.0363453815261044,0.0,0.4730290456431535,0.3945233265720081,0.5206142356348118
my ex's best friend (with blackbear),Hip hop,0.7489754098360656,0.6756756756756758,-1.7056478405315616,0.0,0.044927536231884,0.0047489959839357,0.0,0.146265560165975,0.3022312373225152,0.5289632339243678
my heart is lost,K pop,0.6588114754098361,0.5215215215215215,-2.646511627906977,1.0,0.0534161490683229,0.2419678714859437,0.0,0.0929460580912863,0.6876267748478703,0.6772510965469356
my ordinary life (slowed + reverb) - Slowed,,,,,,,,,,,
n.y.e.,K pop,0.7602459016393442,0.6396396396396397,-2.5348837209302326,0.0,0.1894409937888198,0.1244979919678714,0.0,0.1182572614107883,0.3610547667342799,0.4872140087046351
nervous,K pop,0.8411885245901639,0.5175175175175175,-3.4843853820598008,0.0,0.0514492753623188,0.2018072289156626,3.766364551863041e-06,0.2105809128630705,0.7322515212981744,0.4872521126522041
never knew a heart could break itself,Folk,0.5932377049180327,0.4544544544544545,-2.413289036544851,1.0,0.0442028985507246,0.4668674698795181,0.0,0.1034232365145228,0.4675456389452332,0.3342520618469407
"never mind, let's break up",K pop,0.6741803278688525,0.7407407407407407,-2.202990033222592,1.0,0.0342650103519668,0.0995983935742971,0.0,0.1929460580912863,0.2890466531440162,0.4277210452336195
nightgleam,EDM,0.5625000000000001,0.06006006006006,-6.824252491694352,1.0,0.0340579710144927,0.9206827309236948,0.94662638469285,0.3516597510373444,0.061156186612576,0.2733153821402564
no place like hope,Pop,0.7059426229508197,0.3463463463463463,-4.837541528239203,1.0,0.0733954451345755,0.6295180722891567,0.0001943605236656,0.1078838174273859,0.4006085192697769,0.3176387407068706
no way !,Metal,0.6670081967213115,0.6966966966966966,-2.62093023255814,1.0,0.0325051759834368,0.0952811244979919,0.9093655589123868,0.4014522821576763,0.6288032454361054,0.5515334722010534
nobody else,K pop,0.5829918032786885,0.2912912912912913,-4.820265780730898,1.0,0.0445134575569358,0.7469879518072289,0.0,0.1421161825726141,0.3174442190669371,0.6420896204846822
none too deep,,0.4313524590163934,0.1821821821821821,-4.9863787375415285,1.0,0.0633540372670807,0.9407630522088354,1.1983887210473312e-05,0.6628630705394192,0.1703853955375253,0.3142347880573761
north fell,Pop,0.6629098360655739,0.1141141141141141,-7.418936877076412,1.0,0.0557971014492753,0.9598393574297188,0.9093655589123868,0.1172199170124481,0.1115618661257606,0.3089552744330979
not that inna you,Country,0.7838114754098361,0.4424424424424424,-2.193355481727575,1.0,0.0435817805383022,0.1495983935742972,0.0,0.0699170124481327,0.9259634888438134,0.5292172602414943
not ur friend,EDM,0.7971311475409837,0.3133133133133133,-3.085714285714286,1.0,0.4358178053830228,0.3022088353413654,0.0,0.6919087136929462,0.7170385395537525,0.2918593032904876
nothing else i could do,EDM,0.8073770491803279,0.5455455455455456,-2.5405315614617945,1.0,0.0504140786749482,0.4769076305220883,0.0138972809667673,0.1390041493775933,0.5912778904665315,0.507832478111399
numb (feat. blackbear),,0.492827868852459,0.5105105105105106,-2.9003322259136217,0.0,0.2888198757763975,0.6044176706827309,0.0,0.1504149377593361,0.552738336713996,0.3836686480719402
ocean waves,R&B,0.4692622950819672,0.5215215215215215,-2.1089700996677743,0.0,0.0976190476190476,0.4186746987951807,0.0,0.3817427385892116,0.4553752535496957,0.3803070331419668
one that got away,Rock,0.7520491803278688,0.5795795795795795,-1.98936877076412,1.0,0.0991718426501035,0.3734939759036144,1.1782477341389728e-06,0.0670124481327801,0.4918864097363083,0.4319675185015834
one year has passed (look at all we've been through),Rap,0.5409836065573771,0.0887887887887887,-7.52624584717608,1.0,0.0405797101449275,0.9096385542168676,0.919436052366566,0.0924273858921161,0.0588235294117647,0.5080314653931481
oui,Metal,0.4282786885245901,0.7247247247247247,-1.2372093023255817,1.0,0.0997929606625258,0.2138554216867469,0.0,0.1161825726141078,0.6125760649087221,0.3324400074514386
paradise,,0.6495901639344263,0.5265265265265265,-2.727574750830565,0.0,0.0372670807453416,0.1726907630522088,0.0375629405840886,0.1327800829875518,0.1450304259634888,0.6096546935595861
paragraphs,K pop,0.7602459016393442,0.4604604604604604,-3.730564784053156,1.0,0.0657349896480331,0.2439759036144578,0.0,0.1058091286307053,0.1176470588235294,0.4194524886111534
peace,,0.8145491803278689,0.2282282282282282,-4.447508305647841,1.0,0.037991718426501,0.92570281124498,0.9254783484390736,0.1130705394190871,0.4411764705882353,0.550496198072787
peter,Hip hop,0.5491803278688525,0.7577577577577578,-2.3229235880398678,1.0,0.0531055900621118,0.5582329317269077,0.8126888217522659,0.0779045643153527,0.7494929006085193,0.7200799336144559
playboy shit (feat. Lil Aaron),K pop,0.6721311475409837,0.7417417417417418,-1.66046511627907,0.0,0.186335403726708,0.0850401606425702,0.0,0.1151452282157676,0.8945233265720082,0.6559679249436909
please never fall in love again,,0.7305327868852459,0.3453453453453453,-2.8405315614617943,0.0,0.0387163561076604,0.3654618473895582,0.0025377643504531,0.4076763485477179,0.3519269776876267,0.4557105116090027
poison,Metal,0.5276639344262295,0.5275275275275275,-1.9,0.0,0.0398550724637681,0.0635542168674698,0.0,0.2219917012448133,0.3762677484787018,0.677348473301834
porcelain,Classical,0.5829918032786885,0.1081081081081081,-5.267441860465117,1.0,0.036231884057971,0.8865461847389559,0.0,0.1161825726141078,0.1835699797160243,0.4674973327236702
positions,K pop,0.7551229508196722,0.8028028028028028,-1.5850498338870431,1.0,0.0908902691511387,0.4698795180722891,0.0,0.0965767634854771,0.6916835699797161,0.6097266676827718
powder,Country,0.5799180327868853,0.0848848848848848,-7.541196013289038,1.0,0.0364389233954451,0.8965863453815262,0.9254783484390736,0.1047717842323651,0.0782961460446247,0.5335865128960694
precious light,EDM,0.7418032786885246,0.0769769769769769,-5.998006644518273,1.0,0.0661490683229813,0.9598393574297188,0.756294058408862,0.1017634854771784,0.2038539553752535,0.6094514725058849
pretty little lies,,0.7151639344262295,0.5305305305305306,-2.6169435215946844,0.0,0.0890269151138716,0.1606425702811245,0.0,0.1037344398340249,0.3154158215010142,0.3981015766566749
prick,Rap,0.4129098360655738,0.888888888888889,-0.944186046511628,1.0,0.124223602484472,0.0263052208835341,0.0,0.20850622406639,0.40973630831643,0.3596462260156819
prolly my spookiest beat (sped up),Rock,0.6547131147540984,0.5205205205205206,-3.5780730897009967,1.0,0.096687370600414,0.0508032128514056,0.9033232628398792,0.1032157676348547,0.8448275862068966,0.6773357719859778
promise I won't mess up,Video game music,0.7213114754098361,0.2642642642642643,-4.196013289036546,1.0,0.044927536231884,0.7449799196787149,0.1319234642497482,0.179460580912863,0.1095334685598377,0.592605293908449
purple circles,K pop,0.5942622950819672,0.4744744744744744,-4.635215946843855,0.0,0.2070393374741201,0.7941767068273092,2.497482376636455e-05,0.146265560165975,0.3742393509127789,0.5076631272333147
queen of broken hearts,K pop,0.7346311475409836,0.7127127127127126,-2.0259136212624584,1.0,0.0791925465838509,0.006656626506024,0.0,0.0784232365145228,0.8367139959432048,0.4107563210215245
r u ok,Country,0.6823770491803279,0.5935935935935935,-1.961794019933555,1.0,0.0386128364389233,0.3192771084337349,0.0,0.429460580912863,0.3336713995943205,0.5927831123304375
remember,,0.6813524590163935,0.5075075075075075,-3.0129568106312297,1.0,0.2660455486542443,0.6475903614457832,0.0,0.6504149377593361,0.5162271805273834,0.3769030804924723
rly real,K pop,0.7622950819672131,0.4074074074074074,-3.4926910299003326,1.0,0.0680124223602484,0.1034136546184738,0.0,0.1327800829875518,0.6298174442190669,0.4233941302985656
rocket science,Lofi,0.7592213114754098,0.6226226226226226,-2.6598006644518275,1.0,0.0408902691511387,0.1375502008032128,0.0,0.1099585062240663,0.4766734279918864,0.5758522582939593
rockstar (feat. 21 Savage),Rap,0.5993852459016393,0.5205205205205206,-2.0385382059800667,0.0,0.0737060041407867,0.1244979919678714,7.059415911379657e-05,0.1358921161825726,0.1308316430020284,0.6765609917187421
room to breathe,,,,,,,,,,,
rosier,Hip hop,0.5338114754098361,0.2542542542542542,-4.502990033222591,1.0,0.4213250517598343,0.6566265060240964,0.0,0.4429460580912863,0.5578093306288033,0.4896357262612407
roxstar,Gospel,0.8831967213114754,0.5395395395395396,-2.317275747508306,1.0,0.0815734989648033,0.2259036144578313,0.0,0.1151452282157676,0.4452332657200811,0.5505173669325476
rubberband,Country,0.6557377049180328,0.5935935935935935,-2.0159468438538206,1.0,0.0446169772256728,0.321285140562249,0.0,0.1078838174273859,0.4381338742393509,0.6565733543328423
rx,Metal,0.4590163934426229,0.1191191191191191,-5.029235880398671,1.0,0.0417184265010352,0.7389558232931727,0.0,0.1504149377593361,0.3377281947261663,0.5952302325187556
savior,Folk,0.8524590163934426,0.1811811811811811,-6.973089700996678,1.0,0.0624223602484472,0.8383534136546185,0.0306143001007049,0.1213692946058091,0.216024340770791,0.44891530762587
say goodbye,Lofi,0.7274590163934426,0.4154154154154154,-3.1764119601328904,1.0,0.0939958592132505,0.9056224899598394,0.0023766364551863,0.1545643153526971,0.4239350912778905,0.3895747599451303
say it over (feat. Cautious Clay),Country,0.4487704918032787,0.3153153153153153,-3.634883720930233,0.0,0.0455486542443064,0.5682730923694779,0.0,0.6286307053941909,0.1531440162271805,0.6605996714592965
seaside_demo,,0.7233606557377049,0.8248248248248248,-2.644186046511628,1.0,0.0718426501035196,0.3564257028112449,0.0001339375629405,0.1151452282157676,0.8722109533468559,0.4021236600111771
see u dance,Jazz,0.6834016393442623,0.3383383383383384,-2.755813953488372,1.0,0.0859213250517598,0.5532128514056225,0.175226586102719,0.1130705394190871,0.3975659229208925,0.3385451066063777
shut up,EDM,0.8422131147540983,0.4484484484484484,-1.4385382059800669,1.0,0.0481366459627329,0.2971887550200803,3.303121852970796e-06,0.070850622406639,0.4563894523326572,0.4445883926908161
silverwood,Classical,0.6075819672131147,0.5755755755755755,-3.55514950166113,1.0,0.0786749482401656,0.8052208835341366,0.8982880161127895,0.1047717842323651,0.2971602434077079,0.3390362241528222
sleeptight,EDM,0.3801229508196721,0.0605605605605605,-4.490365448504984,0.0,0.1739130434782609,0.891566265060241,0.8338368580060422,0.0759336099585062,0.3803245436105477,1.0
sleepwalking,Lofi,0.5635245901639345,0.5345345345345346,-2.377740863787376,1.0,0.029399585921325,0.4558232931726907,9.103726082578048e-06,0.0748962655601659,0.4127789046653143,0.338714457484462
slide thru (feat. Jerry Good),K pop,0.5993852459016393,0.5125125125125125,-3.2438538205980065,0.0,0.5455486542443064,0.4748995983935742,1.570996978851964e-06,0.1358921161825726,0.7079107505070994,0.5160798658741046
slow down my thoughts,Country,0.75,0.4214214214214214,-2.77873754152824,0.0,0.0906832298136646,0.6877510040160643,4.098690835850957e-05,0.2323651452282157,0.4888438133874239,0.5374477129163915
slow summer,Rap,0.6741803278688525,0.4314314314314314,-2.957475083056478,1.0,0.0452380952380952,0.820281124497992,8.338368580060423e-06,0.2178423236514522,0.4705882352941177,0.3810521770055378
slower,Rap,0.603483606557377,0.3643643643643643,-2.68405315614618,0.0,0.0433747412008281,0.5973895582329317,0.0,0.3464730290456432,0.2129817444219066,0.444507951023726
smile again,K pop,0.6967213114754099,0.4234234234234234,-2.086046511627907,1.0,0.0332298136645962,0.5993975903614458,0.0,0.3848547717842324,0.6957403651115619,0.3600484343511321
smiling when i die,Latin,0.771516393442623,0.4104104104104104,-3.533554817275748,0.0,0.1366459627329192,0.820281124497992,0.0022054380664652,0.1078838174273859,0.2332657200811359,0.393736557774052
snowfall,K pop,0.5040983606557377,0.0511511511511511,-7.749169435215947,1.0,0.0326086956521739,0.9829317269076304,0.9214501510574018,0.0983402489626556,0.0592292089249492,0.5425959796101543
snowflake (feat. Jaden & Sarcastic Sounds),Jazz,0.4293032786885246,0.4084084084084083,-3.6209302325581394,0.0,0.2587991718426501,0.9538152610441768,0.0,0.3630705394190871,0.5091277890466531,0.2660036579789666
sobbing in cabo,K pop,0.610655737704918,0.7947947947947949,-1.7827242524916944,1.0,0.0349896480331262,0.0193775100401606,1.4098690835850957e-06,0.1034232365145228,0.2494929006085192,0.4106758793544344
someone who'll care,EDM,0.444672131147541,0.2992992992992992,-4.293687707641197,1.0,0.0298136645962732,0.6174698795180723,0.0012185297079556,0.0707468879668049,0.1490872210953346,0.4653084726244305
sometimes,Rap,0.6956967213114754,0.5255255255255256,-2.8973421926910303,1.0,0.0614906832298136,0.0902610441767068,3.554884189325277e-05,0.0933609958506224,0.3377281947261663,0.4524674422936883
speeding up,Jazz,0.5481557377049181,0.5785785785785785,-2.6870431893687705,1.0,0.0713250517598343,0.7670682730923695,0.1963746223564954,0.100311203319502,0.4939148073022312,0.4724381445917797
stalker,R&B,0.6618852459016393,0.7897897897897899,-1.513621262458472,1.0,0.0400621118012422,0.0395582329317269,0.0,0.2468879668049792,0.8661257606490872,0.7530991210689427
stephany,Metal,0.5184426229508197,0.8368368368368369,-1.9727574750830563,1.0,0.160455486542443,0.0833333333333333,0.0,0.0977178423236514,0.3468559837728195,0.6546512218665854
stranger to me,Latin,0.7909836065573771,0.4694694694694694,-2.6551495016611297,1.0,0.039751552795031,0.7469879518072289,0.0,0.1130705394190871,0.7099391480730223,0.4998264153499636
striptease,,0.7100409836065573,0.5755755755755755,-2.95249169435216,1.0,0.0752587991718426,0.1244979919678714,0.9526686807653576,0.1058091286307053,0.7383367139959431,0.5505300682484038
summer nights,Video game music,0.5338114754098361,0.5235235235235235,-2.5318936877076417,1.0,0.0374741200828157,0.2339357429718875,0.0,0.4180497925311203,0.3478701825557809,0.6145574014801267
summertime,,0.7049180327868853,0.7047047047047047,-2.098006644518273,1.0,0.0313664596273291,0.1044176706827309,0.0,0.0697095435684647,0.8610547667342799,0.5587266507476841
supermarket,,0.4600409836065574,0.8428428428428428,-2.024584717607974,1.0,0.0321946169772256,0.392570281124498,0.8741188318227593,0.2925311203319501,0.9279918864097364,0.3812384629714305
synopsis,Gospel,0.6372950819672131,0.7907907907907908,-1.8817275747508304,1.0,0.1007246376811594,0.0094277108433734,0.0,0.1203319502074689,0.4411764705882353,0.6352012735186032
talk is overrated,Rap,0.7950819672131147,0.3533533533533533,-2.76312292358804,0.0,0.0711180124223602,0.4367469879518072,0.0,0.3132780082987552,0.667342799188641,0.5844087114091686
telepatía,K pop,0.6690573770491803,0.5245245245245246,-2.9953488372093027,0.0,0.0519668737060041,0.1124497991967871,0.0,0.2105809128630705,0.5608519269776877,0.3555098308184728
that way - with Jeremy Zucker,Hip hop,0.4036885245901639,0.3983983983983984,-3.38936877076412,1.0,0.2267080745341615,0.575301204819277,0.0,0.3246887966804979,0.3661257606490872,0.3320886043794137
the 1 - KIN Remix,K pop,0.7202868852459016,0.4084084084084083,-2.618936877076412,0.0,0.1438923395445134,0.4216867469879518,0.0,0.1825726141078838,0.3174442190669371,0.4573574488983725
the 1 - NvrLeft Remix,K pop,0.5993852459016393,0.9529529529529528,-0.4976744186046511,1.0,0.3219461697722567,0.0044176706827309,1.419939577039275e-05,0.1213692946058091,0.3478701825557809,0.6358151704516588
the 1 - Rad Cat Remix,K pop,0.6905737704918034,0.5965965965965966,-2.005980066445183,0.0,0.0643892339544513,0.0101405622489959,1.067472306143001e-06,0.1078838174273859,0.1866125760649087,0.465994343680672
