song,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2lovely,,0.5573770491803279,0.3423423423423423,-3.882392026578074,1.0,0.0332298136645962,0.821285140562249,0.0749244712990936,0.1358921161825726,0.1632860040567951,0.5591669630307033
2much,,,,,,,,,,,
2step,K pop,0.7817622950819673,0.6616616616616617,-1.8578073089701,0.0,0.0579710144927536,0.1696787148594377,0.0,0.1213692946058091,0.640973630831643,0.4022168029941235
2step (feat. Armaan Malik),K pop,0.7653688524590164,0.6676676676676677,-1.7212624584717608,0.0,0.0585921325051759,0.180722891566265,0.0,0.1514522821576763,0.5152129817444219,0.4022083354502193
2step (feat. Lil Baby),K pop,0.7100409836065573,0.6436436436436437,-1.949169435215947,0.0,0.0857142857142857,0.1385542168674698,0.0,0.1120331950207468,0.4837728194726166,0.4024411929075852
2z Don Corleon,Classical,0.867827868852459,0.4444444444444445,-3.377740863787376,0.0,0.5093167701863354,0.3373493975903615,0.0,0.1033195020746887,0.6764705882352942,0.4870615929143593
3 Peg,Jazz,0.7069672131147541,0.926926926926927,-0.0740863787375415,0.0,0.2619047619047619,0.1405622489959839,0.0,0.1161825726141078,0.8022312373225152,0.7109646226015681
"3,000 Miles From Home.",Metal,0.7305327868852459,0.4184184184184184,-3.0016611295681064,1.0,0.0537267080745341,0.5020080321285141,0.0006596173212487,0.1234439834024896,0.5344827586206897,0.3558104286270724
"30,000 Feet",Rock,0.5686475409836066,0.4524524524524524,-3.201328903654485,1.0,0.0573498964803312,0.6967871485943775,0.0,0.0617219917012448,0.3255578093306288,0.7617444833951463
30/90,,0.4774590163934427,0.7897897897897899,-1.97873754152824,1.0,0.0686335403726708,0.0146586345381526,0.0,0.0660788381742738,0.3651115618661257,0.7441785635658521
3005,Hip hop,0.6803278688524591,0.4474474474474474,-2.415946843853821,0.0,0.2991718426501035,0.1124497991967871,0.0,0.0943983402489626,0.6683569979716024,0.3519873325543193
3:15,K pop,0.6670081967213115,0.6546546546546547,-1.82093023255814,1.0,0.0482401656314699,0.3865461847389558,0.0,0.187759336099585,0.5466531440162272,0.6010897729004725
4am,Gospel,0.4282786885245901,0.3923923923923924,-4.575083056478406,1.0,0.0396480331262939,0.6656626506024097,0.3373615307150051,0.2116182572614107,0.2991886409736308,0.7150925502548731
4u,K pop,0.7950819672131147,0.5135135135135135,-2.24485049833887,1.0,0.0902691511387163,0.393574297188755,0.0,0.0665975103734439,0.8245436105476673,0.6517214516757269
5 Taara,Rap,0.7038934426229508,0.8558558558558559,-0.9425249169435216,0.0,0.1128364389233954,0.1305220883534136,0.0,0.3226141078838174,0.6683569979716024,0.7110492980406103
5 dollars,K pop,0.7438524590163934,0.6546546546546547,-2.0601328903654483,1.0,0.0437888198757763,0.4257028112449799,0.0,0.0692946058091286,0.6328600405679513,0.5462116208572542
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",,0.5338114754098361,0.8378378378378378,-1.4953488372093025,1.0,0.0821946169772256,0.0595381526104417,1.2890231621349444e-05,0.1628630705394191,0.486815415821501,0.4487840606953547
52-Hearts,Pop,0.2920081967213114,0.8038038038038039,-2.0358803986710967,1.0,0.1635610766045548,0.716867469879518,1.07754279959718e-05,0.0513485477178423,0.1845841784989857,0.405620755643618
5am in cairo,Metal,0.7694672131147541,0.1931931931931932,-5.283056478405316,1.0,0.0464803312629399,0.9397590361445785,0.94662638469285,0.1141078838174274,0.2221095334685598,0.4825949635048857
6 Underground,Classical,0.6014344262295082,0.6876876876876877,-2.8687707641196014,0.0,0.0526915113871635,0.0282128514056224,0.1409869083585095,0.1255186721991701,0.4077079107505071,0.7194787379972565
608,R&B,0.6290983606557377,0.5115115115115115,-2.9096345514950164,0.0,0.0304347826086956,0.67570281124498,0.0017724068479355,0.3516597510373444,0.4929006085192697,0.6266998594387712
6AM,R&B,0.6526639344262295,0.8858858858858859,-1.502325581395349,1.0,0.0283643892339544,0.0319277108433734,0.0,0.1109958506224066,0.6217038539553752,0.5378033497603685
7 Minutes,EDM,0.6280737704918032,0.7397397397397397,-2.1521594684385383,1.0,0.0321946169772256,0.5281124497991968,0.0,0.1545643153526971,0.7221095334685598,0.4444021067249233
7 Years,Hip hop,0.7838114754098361,0.4734734734734734,-1.936544850498339,1.0,0.0532091097308488,0.288152610441767,0.0,0.4056016597510373,0.3448275862068966,0.5080187640772917
772 Love,Classical,0.6926229508196722,0.6236236236236237,-2.4242524916943524,0.0,0.0364389233954451,0.2269076305220883,1.6717019133937564e-05,0.1649377593360995,0.3519269776876267,0.4719216244136225
7UP,Folk,0.6331967213114754,0.4704704704704704,-2.451495016611296,1.0,0.0280538302277432,0.0169678714859437,0.0,0.1151452282157676,0.231237322515213,0.5717031617808938
8 Letters,Hip hop,0.6219262295081968,0.4784784784784784,-1.8943521594684387,0.0,0.0320910973084886,0.6516064257028112,0.0,0.0962655601659751,0.2586206896551724,0.3767167945265796
85%,Rap,0.5881147540983607,0.6516516516516516,-2.519933554817276,1.0,0.0476190476190476,0.3473895582329317,0.0,0.1545643153526971,0.3732251521298174,0.5928000474182459
9 to 5,Video game music,0.6752049180327869,0.8348348348348348,-1.8986710963455151,1.0,0.0400621118012422,0.2329317269076305,0.5538771399798591,0.2448132780082987,0.6156186612576064,0.4913207674981795
90210 (feat. G-Eazy),K pop,0.7243852459016393,0.7077077077077076,-2.046843853820598,0.0,0.0388198757763975,0.030722891566265,0.0,0.1317427385892116,0.2342799188640973,0.4404774001253196
90mh,,,,,,,,,,,
90mh,,,,,,,,,,,
911,Rock,0.7838114754098361,0.5305305305305306,-2.3853820598006643,0.0,0.086231884057971,0.5110441767068273,4.179254783484391e-06,0.1213692946058091,0.5365111561866126,0.5508306660570036
:( (sad face),Folk,0.6772540983606558,0.5525525525525526,-2.662790697674419,0.0,0.0287784679089026,0.2429718875502008,0.0,0.0988589211618257,0.4137931034482758,0.4660197463123846
@ my worst,K pop,0.6301229508196722,0.7747747747747747,-1.7116279069767444,0.0,0.05703933747412,0.0173694779116465,0.0,0.1556016597510373,0.3407707910750507,0.5795483412081491
A Better Place,Latin,0.5081967213114754,0.2552552552552553,-5.974750830564785,1.0,0.0292960662525879,0.9407630522088354,0.850956696878147,0.0942946058091286,0.0820486815415821,0.6010305000931431
A Dangerous Thing,K pop,0.5543032786885247,0.5565565565565566,-2.0431893687707645,0.0,0.0368530020703933,0.4668674698795181,0.0,0.1203319502074689,0.1075050709939148,0.4482971769208623
A Different Way (with Lauv),Rock,0.8032786885245902,0.7577577577577578,-1.299667774086379,1.0,0.039751552795031,0.4969879518072289,1.188318227593152e-06,0.1473029045643153,0.5953346855983772,0.4445291198834866
A Drug From God,Latin,0.7315573770491803,0.8838838838838838,-1.471760797342193,1.0,0.0646997929606625,0.008222891566265,0.8489425981873111,0.2396265560165975,0.8306288032454361,0.5335230063167877
A Gift Of A Thistle,Rock,0.0848360655737704,0.012012012012012,-11.975083056478407,0.0,0.046687370600414,0.9036144578313252,0.8177240684793555,0.0907676348547717,0.0586206896551724,0.719296685803316
A Little Bit Yours,R&B,0.6127049180327869,0.2952952952952953,-2.8415282392026584,1.0,0.0285714285714285,0.7379518072289156,0.0,0.1109958506224066,0.3184584178498986,0.3684440041321614
A Little Braver,,0.5092213114754098,0.4254254254254254,-2.76312292358804,1.0,0.0336438923395445,0.7740963855421686,1.1178247734138974e-05,0.1130705394190871,0.2373225152129817,0.6269115480363766
A Little Longer,,0.4149590163934427,0.2732732732732733,-6.074750830564785,0.0,0.0533126293995859,0.3072289156626506,0.4511581067472306,0.225103734439834,0.1896551724137931,0.338320716692916
A Little Messed Up,,0.7920081967213115,0.5285285285285286,-2.6166112956810634,0.0,0.05703933747412,0.6967871485943775,0.0001007049345417,0.495850622406639,0.3681541582150101,0.4066961337194533
A Little More,Pop,0.8114754098360656,0.4844844844844844,-3.2880398671096347,1.0,0.1987577639751553,0.4789156626506023,0.0,0.1099585062240663,0.2484787018255578,0.4104176192653558
A Little Piece of Heaven,R&B,0.4979508196721312,0.8818818818818819,-1.868106312292359,0.0,0.0490683229813664,0.0244979919678714,0.0,0.4450207468879668,0.6764705882352942,0.6138842317397416
A Million Dreams,Rock,0.2715163934426229,0.3123123123123123,-3.883388704318937,1.0,0.0589026915113871,0.2439759036144578,0.0,0.0926348547717842,0.1012170385395537,0.2317863130620332
A Million Dreams (Reprise),R&B,0.2592213114754098,0.1391391391391391,-5.670099667774087,1.0,0.0428571428571428,0.7289156626506024,5.045317220543807e-05,0.279045643153527,0.1034482758620689,0.314861386306288
A Moment Apart,Metal,0.5276639344262295,0.6636636636636637,-2.6232558139534885,0.0,0.0339544513457557,0.179718875502008,0.6727089627391742,0.512448132780083,0.0766734279918864,0.5081542447797592
A New Beginning,Video game music,0.7120901639344261,0.2872872872872872,-4.853156146179402,1.0,0.0516563146997929,0.7740963855421686,0.9103726082578046,0.3755186721991701,0.3843813387423935,0.5420413554844281
A Night to Remember,Classical,0.8176229508196722,0.9049049049049048,-1.1016611295681062,0.0,0.0492753623188405,0.075,6.666666666666667e-06,0.054149377593361,0.9797160243407708,0.5715930837101391
A Night to Remember - Original Version,Folk,0.8176229508196722,0.9049049049049048,-1.1016611295681062,0.0,0.0492753623188405,0.075,6.666666666666667e-06,0.054149377593361,0.9797160243407708,0.5715930837101391
A Place Among the Stars,Gospel,0.1752049180327869,0.0325325325325325,-8.432558139534885,0.0,0.0445134575569358,0.9738955823293172,0.8761329305135952,0.0784232365145228,0.0288032454361054,0.2998399634202103
A Sky Full of Stars,Hip hop,0.4508196721311475,0.6766766766766767,-2.514950166112957,1.0,0.0602484472049689,0.1526104417670682,0.0202416918429003,0.1120331950207468,0.4350912778904665,0.5292765330488239
A Soulmate Who Wasn’t Meant to Be,Pop,0.5850409836065573,0.0274274274274274,-6.735548172757476,0.0,0.0671842650103519,0.9518072289156626,6.4753272910372615e-06,0.3340248962655602,0.088235294117647,0.5258725803993294
A wild river to take you home,Latin,0.4692622950819672,0.3613613613613613,-4.008637873754154,0.0,0.0365424430641821,0.8283132530120482,0.919436052366566,0.1068464730290456,0.2342799188640973,0.368194211586987
A+E (feat. Kandaka Moore & Nikki Cislyn),K pop,0.8278688524590164,0.5195195195195196,-2.7468438538205984,0.0,0.0417184265010352,0.0062550200803212,0.1369587109768378,0.1234439834024896,0.3894523326572008,0.4867863977374723
A-Punk,Classical,0.5645491803278689,0.8198198198198198,-1.4913621262458472,1.0,0.0543478260869565,0.0103413654618473,0.0440080563947633,0.158713692946058,0.8580121703853956,0.7405586885468002
A.S.A.G.,,0.757172131147541,0.6256256256256256,-1.9976744186046516,1.0,0.0395445134575569,0.0882530120481927,0.0,0.2603734439834025,0.6501014198782962,0.5206523395823808
AFTERLIFE,,0.7090163934426229,0.7357357357357357,-2.8873754152823925,1.0,0.0360248447204968,0.3152610441767068,0.9657603222557904,0.1213692946058091,0.420892494929006,0.4657445511354977
AGEN WIDA,Folk,0.8032786885245902,0.913913913913914,-0.4013289036544851,1.0,0.1832298136645962,0.0114457831325301,0.001631419939577,0.0862033195020746,0.5983772819472616,0.5336838896509678
ALIEN SUPERSTAR,K pop,0.5584016393442623,0.6416416416416416,-2.125581395348837,0.0,0.1033126293995859,0.0045481927710843,6.63645518630413e-05,0.1773858921161825,0.4705882352941177,0.5160629307862961
ALIENSPEAK (feat. Curtis Waters),,,,,,,,,,,
ALL MINE,K pop,0.632172131147541,0.3783783783783784,-2.837209302325581,1.0,0.0326086956521739,0.429718875502008,9.224572004028198e-05,0.1141078838174274,0.2231237322515213,0.6010559027248557
ALLERGIC,Video game music,0.6239754098360656,0.4284284284284284,-2.5900332225913623,1.0,0.0252587991718426,0.5401606425702812,0.0,0.0663900414937759,0.6359026369168357,0.4067427052109265
AMAZING,Folk,0.7366803278688524,0.4614614614614615,-2.7212624584717613,1.0,0.0469979296066252,0.2801204819277109,0.0,0.0907676348547717,0.5557809330628803,0.5246278514454098
AMNESIA,,0.6198770491803278,0.8878878878878879,-0.7634551495016612,1.0,0.0463768115942029,0.0009779116465863,0.9254783484390736,0.3651452282157676,0.0769776876267748,0.4233687276668529
AMNESIA (feat. Boy In Space),K pop,0.7254098360655737,0.4204204204204204,-3.1488372093023256,0.0,0.1252587991718426,0.4728915662650602,0.0,0.3661825726141078,0.3215010141987829,0.6180502633406154
ANGOSTURA,Country,0.5491803278688525,0.6596596596596597,-3.2332225913621264,1.0,0.05,0.4076305220883534,0.0040281973816717,0.1109958506224066,0.2018255578093306,0.719889413876611
ANKLES,Rock,0.5266393442622951,0.7497497497497497,-1.4405315614617942,1.0,0.417184265010352,0.2349397590361445,8.036253776435045e-05,0.1970954356846473,0.4219066937119675,0.7604828193534183
ANUBIS,Rap,0.6424180327868853,0.993993993993994,-0.4332225913621263,1.0,0.0739130434782608,0.0014257028112449,0.255790533736153,0.2479253112033195,0.5882352941176471,0.4656090704330302
AVOID ME,Country,0.6721311475409837,0.964964964964965,-0.6933554817275749,0.0,0.0997929606625258,0.1234939759036144,0.8187311178247734,0.8091286307053942,0.9787018255578092,0.4826796389439279
AVOID ME 3,Hip hop,0.7233606557377049,0.933933933933934,-0.0318936877076412,1.0,0.0746376811594203,0.110441767068273,0.8841893252769386,0.0601659751037344,0.7718052738336714,0.4828278209622517
Aaftaab,R&B,0.4754098360655738,0.3913913913913914,-3.2837209302325583,1.0,0.039751552795031,0.7580321285140562,9.707955689828802e-05,0.1089211618257261,0.4239350912778905,0.452535182644922
Aag Lage Chahe Basti Mai,Gospel,0.6280737704918032,0.5515515515515516,-2.8614617940199336,1.0,0.2049689440993789,0.1134538152610441,0.0,0.2759336099585062,0.4888438133874239,0.466743721316195
Aahe Neelasaila,Latin,0.3360655737704918,0.5715715715715716,-2.2966777408637875,1.0,0.0408902691511387,0.6566265060240964,1.1581067472306144e-05,0.2800829875518672,0.6632860040567952,0.7900303138071771
"Aahun Aahun (From ""Love Aaj Kal"")",,,,,,,,,,,
Aaj Bhi,K pop,0.5952868852459016,0.3043043043043043,-3.224916943521595,0.0,0.0283643892339544,0.8895582329317269,2.809667673716012e-05,0.1068464730290456,0.0986815415821501,0.461506545411438
Aaj Bhi (Lofi Flip),,,,,,,,,,,
Aaj Bhi - WORMONO LoFi Remake,K pop,0.3145491803278688,0.2652652652652653,-4.88405315614618,0.0,0.0514492753623188,0.5632530120481928,0.000520644511581,0.4128630705394191,0.0577079107505071,0.3984614472726041
Aaja We Mahiya,Hip hop,0.6547131147540984,0.5945945945945945,-2.1584717607973425,1.0,0.0359213250517598,0.1315261044176706,0.0,0.1234439834024896,0.383367139959432,0.3388457044149774
Aajkal Tere Mere Pyar Ke Charche,Country,0.569672131147541,0.7927927927927928,-3.549169435215947,1.0,0.0740165631469979,0.8614457831325301,0.0070493454179254,0.6182572614107884,0.7870182555780934,0.4172551609680096
"Aankh Marey (From ""Simmba"")",,,,,,,,,,,
Aankhein Khuli,Latin,0.8114754098360656,0.6356356356356356,-4.631229235880399,0.0,0.0893374741200828,0.3504016064257028,5.961732124874119e-06,0.3360995850622407,0.6572008113590264,0.5165371132449322
Aap Ki Kashish,R&B,0.7069672131147541,0.7807807807807808,-2.4624584717607974,0.0,0.0506211180124223,0.1174698795180722,0.0,0.0721991701244813,0.7281947261663286,0.4697920371217124
Aaron's Aria,,,,,,,,,,,
Aasan Nahin Yahan,Folk,0.5625000000000001,0.4374374374374374,-2.38172757475083,0.0,0.0272256728778467,0.7690763052208835,0.000409869083585,0.1379668049792531,0.2393509127789046,0.3978729529712611
Aashayein,Video game music,0.5747950819672132,0.7097097097097097,-3.4043189368770768,1.0,0.050103519668737,0.2329317269076305,0.0,0.1029045643153526,0.5162271805273834,0.4869091771240834
Aashayein - Slow Version,K pop,0.4272540983606557,0.1341341341341341,-4.018604651162791,1.0,0.0332298136645962,0.9829317269076304,9.677744209466263e-05,0.1047717842323651,0.3864097363083164,0.3521482158884993
Aashiqui 2 Mashup,Rock,0.6311475409836066,0.7577577577577578,-1.9524916943521595,0.0,0.0348861283643892,0.394578313253012,0.0026888217522658,0.171161825726141,0.5456389452332657,0.4105742688275838
Aasman Ke,Metal,0.5717213114754099,0.7467467467467468,-2.105647840531561,0.0,0.0402691511387163,0.0855421686746988,0.0003041289023162,0.2676348547717842,0.3468559837728195,0.508459076360311
Ab Mujhe Raat Din,Rock,0.6967213114754099,0.5245245245245246,-4.164784053156146,1.0,0.0316770186335403,0.1616465863453815,0.0015105740181268,0.1047717842323651,0.5851926977687626,0.423605818896171
Abhi Abhi,K pop,0.5799180327868853,0.6346346346346347,-1.844186046511628,1.0,0.0458592132505175,0.145582329317269,0.0007210473313192,0.0844398340248962,0.3651115618661257,0.6091974461887585
Abhi Mujh Mein Kahin,Country,0.3422131147540984,0.3873873873873873,-3.1504983388704324,1.0,0.0343685300207039,0.7580321285140562,3.967774420946627e-05,0.1172199170124481,0.4259634888438133,0.5502167691239479
Abhi Na Jao Chhod Kar,Country,0.5829918032786885,0.3103103103103103,-4.414285714285715,1.0,0.0384057971014492,0.7931726907630523,0.0,0.3537344398340249,0.5953346855983772,0.4117089197107487
Abki Dussehra Me Mana Tu Baat,,,,,,,,,,,
About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,EDM,0.6516393442622951,0.7587587587587588,-1.8495016611295685,1.0,0.0442028985507246,0.3323293172690763,1.0171198388721048e-05,0.1659751037344398,0.2849898580121704,0.4107817236532372
Actually I'm Good,Country,0.7448770491803278,0.4864864864864864,-2.77873754152824,1.0,0.0336438923395445,0.570281124497992,0.0,0.0922199170124481,0.3671399594320487,0.4997459736828735
Addict,Rap,0.5911885245901639,0.5535535535535536,-2.5408637873754154,0.0,0.0495859213250517,0.1004016064257028,0.0,0.2178423236514522,0.0553752535496957,0.6180206269369506
Adiyogi (The Source of Yoga),EDM,0.6260245901639344,0.5125125125125125,-4.163787375415282,0.0,0.0373706004140786,0.3012048192771084,0.0008569989929506,0.2271784232365145,0.2667342799188641,0.4233221561753797
Admiral Benbow,Latin,0.5286885245901639,0.4824824824824825,-2.006644518272425,1.0,0.0435817805383022,0.5813253012048193,0.0,0.3184647302904564,0.3732251521298174,0.7204948432657623
Admit,,0.5881147540983607,0.6476476476476477,-2.1584717607973425,0.0,0.0639751552795031,0.429718875502008,0.0,0.1286307053941909,0.2981744421906693,0.6140366475300174
Adrenaline,K pop,0.6670081967213115,0.6886886886886886,-1.4641196013289035,1.0,0.1128364389233954,0.3554216867469879,2.5881168177240685e-06,0.0768672199170124,0.6247464503042597,0.4022803095734051
Adrift,EDM,0.6014344262295082,0.0548548548548548,-7.358803986710964,0.0,0.0357142857142857,0.6184738955823293,0.8328298086606243,0.1036307053941908,0.2363083164300203,0.4653127063963826
Adult,Gospel,0.6219262295081968,0.8498498498498498,-2.122591362126246,1.0,0.0459627329192546,0.1746987951807228,2.0443101711983885e-05,0.1,0.4939148073022312,0.3809886704262561
Ae Watan (Male),,,,,,,,,,,
