song,genre,bpm,energy,danceability,loudness,speechiness,acousticness,liveness,valence,popularity
Roxanne,K pop,0.6504854368932039,0.75,0.6458333333333334,4.5,0.6545454545454545,0.0404040404040404,0.0505050505050505,0.6666666666666666,0.78
Hold the Line,Rock,0.4660194174757281,0.7,0.5104166666666666,6.0,0.109090909090909,0.0404040404040404,0.1515151515151515,0.7878787878787878,0.75
The Man with the Child in His Eyes,K pop,0.4368932038834951,0.26,0.2604166666666667,5.5,0.0545454545454545,0.9696969696969696,0.1414141414141414,0.202020202020202,0.53
Badlands,EDM,0.5970873786407767,0.78,0.6354166666666666,4.0,0.0909090909090909,0.0909090909090909,0.2828282828282828,0.8585858585858586,0.58
Baker Street,Gospel,0.5533980582524272,0.35,0.5208333333333334,7.0,0.0545454545454545,0.0909090909090909,0.2626262626262626,0.4242424242424242,0.69
Dreadlock Holiday,Hip hop,0.5097087378640777,0.38,0.875,6.5,0.109090909090909,0.5454545454545454,0.202020202020202,0.898989898989899,0.67
Fat Bottomed Girls - Single Version,Rock,0.4271844660194174,0.69,0.4479166666666667,4.0,0.109090909090909,0.0606060606060606,0.3636363636363636,0.5252525252525253,0.51
Runnin' with the Devil - 2015 Remaster,Classical,0.4660194174757281,0.9,0.4895833333333333,3.0,0.109090909090909,0.1515151515151515,0.3434343434343434,0.4242424242424242,0.7
Bicycle Race - Remastered 2011,Gospel,0.4029126213592233,0.67,0.4479166666666667,3.0,0.1454545454545454,0.0606060606060606,0.101010101010101,0.6161616161616161,0.55
Follow You Follow Me - 2007 Remaster,Rock,0.4514563106796116,0.72,0.5520833333333334,5.0,0.0545454545454545,0.1313131313131313,0.0808080808080808,0.7676767676767676,0.51
So Lonely,Rap,0.3737864077669903,0.57,0.5625,4.0,0.2909090909090909,0.0101010101010101,0.0909090909090909,0.7373737373737373,0.66
How You Gonna See Me Now,R&B,0.6650485436893204,0.34,0.5625,7.0,0.0727272727272727,0.4646464646464646,0.1313131313131313,0.303030303030303,0.49
Miss You - Remastered,Folk,0.5339805825242718,0.71,0.8333333333333334,2.5,0.0727272727272727,0.4444444444444444,0.3434343434343434,0.8585858585858586,0.67
"Stir It Up - Live At The Pavillon De Paris, 1977",Folk,0.441747572815534,0.82,0.6979166666666666,3.5,0.0909090909090909,0.101010101010101,0.9797979797979798,0.8080808080808081,0.4
Is This Love,Latin,0.5922330097087378,0.56,0.8125,4.0,0.1818181818181818,0.1111111111111111,0.0707070707070707,0.7676767676767676,0.76
Because the Night,K pop,0.5970873786407767,0.8,0.4583333333333333,2.5,0.0727272727272727,0.0505050505050505,0.101010101010101,0.5252525252525253,0.66
What a Fool Believes,Hip hop,0.587378640776699,0.38,0.7916666666666666,7.5,0.0727272727272727,0.2828282828282828,0.0505050505050505,1.0,0.69
Still Believe,Classical,0.4611650485436893,0.85,0.625,4.0,0.0545454545454545,0.0101010101010101,0.6363636363636364,0.6464646464646465,0.38
Rivers of Babylon,Hip hop,0.558252427184466,0.85,0.7604166666666666,3.5,0.0727272727272727,0.1313131313131313,0.4444444444444444,0.7474747474747475,0.65
Don't Look Back,Folk,0.5922330097087378,0.72,0.375,5.0,0.0727272727272727,0.0202020202020202,0.3636363636363636,0.4747474747474747,0.55
Beast Of Burden - Remastered,Rock,0.4902912621359223,0.88,0.8125,2.0,0.0545454545454545,0.3939393939393939,0.0404040404040404,0.898989898989899,0.74
Honesty,Jazz,0.6553398058252428,0.27,0.5729166666666666,7.5,0.0545454545454545,0.4242424242424242,0.1111111111111111,0.2121212121212121,0.59
Born to Be Alive - Original Mix 79,Lofi,0.6359223300970874,0.87,0.7291666666666666,3.0,0.0545454545454545,0.0808080808080808,0.2121212121212121,0.8181818181818182,0.66
Fire,Gospel,0.5728155339805825,0.62,0.6770833333333334,4.5,0.0545454545454545,0.202020202020202,0.0808080808080808,0.6464646464646465,0.56
You Don't Bring Me Flowers,Gospel,0.3252427184466019,0.12,0.1666666666666666,9.0,0.0727272727272727,0.8888888888888888,0.1616161616161616,0.2424242424242424,0.56
Water of Love,Video game music,0.587378640776699,0.57,0.8333333333333334,6.5,0.0545454545454545,0.4545454545454545,0.1111111111111111,0.9696969696969696,0.41
Comfortably Numb,R&B,0.616504854368932,0.37,0.4895833333333333,6.5,0.0545454545454545,0.1515151515151515,0.0808080808080808,0.1717171717171717,0.75
Highway to Hell,Latin,0.5631067961165048,0.91,0.59375,2.5,0.2363636363636363,0.0606060606060606,0.1616161616161616,0.4242424242424242,0.83
"Another Brick in the Wall, Pt. 2",K pop,0.5048543689320388,0.39,0.71875,8.0,0.0727272727272727,0.0808080808080808,0.2525252525252525,0.7272727272727273,0.77
The Rose,R&B,0.6504854368932039,0.23,0.3645833333333333,5.0,0.0545454545454545,0.9090909090909092,0.3838383838383838,0.1818181818181818,0.67
The Logical Song - Remastered 2010,Classical,0.5825242718446602,0.76,0.65625,3.0,0.0909090909090909,0.5151515151515151,0.1515151515151515,0.7070707070707071,0.72
I Was Made For Lovin' You,Gospel,0.6213592233009708,0.85,0.8020833333333334,3.0,0.0727272727272727,0.2121212121212121,0.0707070707070707,0.8787878787878788,0.78
Gimme! Gimme! Gimme! (A Man After Midnight),Classical,0.5825242718446602,0.49,0.78125,5.0,0.0727272727272727,0.0202020202020202,0.2222222222222222,0.5353535353535354,0.64
Message In A Bottle,R&B,0.7330097087378641,0.81,0.6041666666666666,3.5,0.0727272727272727,0.0303030303030303,0.2222222222222222,0.8787878787878788,0.74
Hey You,Classical,0.5436893203883495,0.3,0.6145833333333334,7.5,0.0545454545454545,0.2222222222222222,0.1313131313131313,0.1919191919191919,0.68
One Step Beyond,Rap,0.7524271844660194,0.94,0.5,2.5,0.0727272727272727,0.0101010101010101,0.4141414141414141,0.9494949494949496,0.42
Chiquitita,Hip hop,0.4077669902912621,0.56,0.5520833333333334,4.0,0.0545454545454545,0.7070707070707071,0.303030303030303,0.3838383838383838,0.56
Does Your Mother Know,Hip hop,0.6601941747572816,0.86,0.75,3.0,0.0727272727272727,0.1515151515151515,0.0606060606060606,0.9797979797979798,0.45
How Deep Is Your Love,Country,0.5097087378640777,0.36,0.65625,4.5,0.0545454545454545,0.1111111111111111,0.1313131313131313,0.6767676767676768,0.77
Bright Eyes,K pop,0.5485436893203883,0.21,0.3958333333333333,8.0,0.0545454545454545,0.7575757575757576,0.0808080808080808,0.2121212121212121,0.57
Take The Long Way Home - 2010 Remastered,Video game music,0.3737864077669903,0.7,0.4270833333333333,4.5,0.0545454545454545,0.2222222222222222,0.1111111111111111,0.3737373737373737,0.64
Breakfast In America - Remastered,Video game music,0.3640776699029126,0.66,0.5520833333333334,3.0,0.0545454545454545,0.4343434343434343,0.0707070707070707,0.7676767676767676,0.7
I Have A Dream,EDM,0.5048543689320388,0.37,0.5729166666666666,6.0,0.0363636363636363,0.5757575757575758,0.1717171717171717,0.4646464646464646,0.49
Boogie Wonderland,Pop,0.6407766990291263,0.76,0.8333333333333334,5.5,0.0545454545454545,0.0808080808080808,0.0505050505050505,0.9696969696969696,0.73
Boys Don't Cry - Single Version,R&B,0.8203883495145631,0.84,0.4895833333333333,3.0,0.109090909090909,0.0,0.1111111111111111,0.696969696969697,0.63
Voulez-Vous,Rock,0.616504854368932,0.78,0.7395833333333334,3.5,0.0727272727272727,0.1212121212121212,0.1515151515151515,0.9191919191919192,0.53
September Morn,K pop,0.6262135922330098,0.23,0.4375,8.5,0.0727272727272727,0.6363636363636364,0.2222222222222222,0.202020202020202,0.59
MacArthur Park - Single Version,Metal,0.6359223300970874,0.67,0.6041666666666666,6.0,0.0727272727272727,0.0808080808080808,0.0505050505050505,0.4545454545454545,0.52
Don't Stop 'Til You Get Enough - Single Version,K pop,0.5776699029126213,0.82,0.9166666666666666,5.0,0.1636363636363636,0.1313131313131313,0.1818181818181818,0.9595959595959596,0.74
London Calling - Remastered,Jazz,0.6504854368932039,0.8,0.6770833333333334,3.5,0.0909090909090909,0.1212121212121212,0.0808080808080808,0.7878787878787878,0.73
Night Boat to Cairo,Jazz,0.7572815533980582,0.97,0.3229166666666667,2.5,0.0727272727272727,0.1212121212121212,0.0707070707070707,0.6060606060606061,0.34
Goodbye Stranger - 2010 Remastered,Video game music,0.6067961165048543,0.67,0.4375,3.5,0.0909090909090909,0.6161616161616161,0.0606060606060606,0.3434343434343434,0.66
Walking On The Moon,Country,0.7087378640776699,0.34,0.53125,6.5,0.0909090909090909,0.0,0.2121212121212121,0.2727272727272727,0.64
Don't Bring Me Down,Gospel,0.5631067961165048,0.87,0.6666666666666666,3.0,0.0545454545454545,0.1414141414141414,0.0808080808080808,0.8181818181818182,0.7
Tragedy,Rap,0.5728155339805825,0.53,0.6979166666666666,5.5,0.0545454545454545,0.0909090909090909,0.303030303030303,0.8181818181818182,0.64
Off the Wall,K pop,0.5776699029126213,0.6,0.8645833333333334,7.0,0.109090909090909,0.1818181818181818,0.0808080808080808,0.9292929292929292,0.62
The Worker,Latin,0.3980582524271844,0.52,0.5,8.0,0.0545454545454545,0.0202020202020202,0.1212121212121212,0.9090909090909092,0.44
Sure Know Something,Rock,0.558252427184466,0.73,0.7395833333333334,3.0,0.0545454545454545,0.2828282828282828,0.1313131313131313,0.9393939393939394,0.52
Relight My Fire - Single Version,R&B,0.5825242718446602,0.66,0.8229166666666666,5.5,0.0727272727272727,0.0101010101010101,0.3333333333333333,0.8787878787878788,0.52
Weekend Love,Classical,0.8106796116504854,0.74,0.5104166666666666,3.0,0.0727272727272727,0.2828282828282828,0.1111111111111111,0.4646464646464646,0.44
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Rock,0.5145631067961165,0.68,0.65625,3.0,0.0727272727272727,0.1616161616161616,0.8585858585858586,0.7070707070707071,0.7
Rock with You - Single Version,K pop,0.5533980582524272,0.54,0.84375,6.5,0.0727272727272727,0.1818181818181818,0.1616161616161616,0.8585858585858586,0.73
Weekend,Hip hop,0.5922330097087378,0.57,0.90625,5.5,0.0727272727272727,0.3737373737373737,0.1313131313131313,0.5656565656565656,0.49
Dancin' Fool,Gospel,0.6456310679611651,0.64,0.5729166666666666,4.5,0.2727272727272727,0.4141414141414141,0.5252525252525253,0.5555555555555556,0.4
We Belong to the Night,K pop,0.4902912621359223,0.75,0.375,4.5,0.0727272727272727,0.0,0.2323232323232323,0.4242424242424242,0.4
Sausolito Summernight - Digitally Remastered 2017,Lofi,0.6067961165048543,0.93,0.6458333333333334,3.0,0.2,0.0606060606060606,0.2727272727272727,0.5555555555555556,0.39
The River,Latin,0.5679611650485437,0.54,0.6145833333333334,5.5,0.0545454545454545,0.1818181818181818,0.3131313131313131,0.5959595959595959,0.66
A Forest - Remastered Version,Folk,0.3932038834951456,0.62,0.65625,5.5,0.109090909090909,0.3434343434343434,0.101010101010101,0.4242424242424242,0.53
The Winner Takes It All,Hip hop,0.616504854368932,0.79,0.4791666666666667,3.5,0.0727272727272727,0.5555555555555556,0.0808080808080808,0.5252525252525253,0.59
Ace of Spades,Rock,0.6796116504854369,0.98,0.3333333333333333,3.5,0.3090909090909091,0.0,0.0909090909090909,0.2323232323232323,0.74
Another One Bites The Dust - Remastered 2011,Jazz,0.5339805825242718,0.53,0.96875,3.0,0.2909090909090909,0.1111111111111111,0.1616161616161616,0.7676767676767676,0.74
Back In Black,EDM,0.912621359223301,0.7,0.3229166666666667,3.0,0.0909090909090909,0.0101010101010101,0.0808080808080808,0.7676767676767676,0.83
Romeo and Juliet,Pop,0.4223300970873786,0.57,0.625,4.0,0.0545454545454545,0.4444444444444444,0.0808080808080808,0.494949494949495,0.54
Redemption Song,Rock,0.5631067961165048,0.26,0.6979166666666666,5.5,0.0727272727272727,0.6161616161616161,0.0707070707070707,0.696969696969697,0.71
You Shook Me All Night Long,K pop,0.616504854368932,0.77,0.5520833333333334,3.0,0.109090909090909,0.0,0.3939393939393939,0.7676767676767676,0.78
Crazy Little Thing Called Love - Remastered 2011,Video game music,0.3737864077669903,0.76,0.625,3.5,0.0727272727272727,0.7171717171717171,0.3535353535353535,0.7272727272727273,0.66
Lay All Your Love On Me,Metal,0.6456310679611651,0.72,0.7083333333333334,4.0,0.0545454545454545,0.1111111111111111,0.3737373737373737,0.7777777777777778,0.48
Long Blond Animal,R&B,0.8203883495145631,0.7,0.4583333333333333,4.0,0.0727272727272727,0.0101010101010101,0.2828282828282828,0.7878787878787878,0.39
Think,Hip hop,0.6262135922330098,0.84,0.6770833333333334,3.0,0.3454545454545454,0.5050505050505051,0.2424242424242424,0.7171717171717171,0.56
Once in a Lifetime - 2005 Remaster,R&B,0.5679611650485437,0.92,0.6666666666666666,3.0,0.109090909090909,0.1818181818181818,0.6262626262626263,0.8787878787878788,0.69
The Turn of a Friendly Card,Metal,0.7330097087378641,0.32,0.3958333333333333,7.5,0.0727272727272727,0.5252525252525253,0.0808080808080808,0.4141414141414141,0.32
So Long,EDM,0.616504854368932,0.38,0.5833333333333334,7.5,0.0727272727272727,0.0101010101010101,0.0505050505050505,0.898989898989899,0.49
Tunnel of Love (Intro: The Carousel Waltz),EDM,0.6650485436893204,0.69,0.5104166666666666,5.5,0.0727272727272727,0.2525252525252525,0.2828282828282828,0.5656565656565656,0.43
Happy New Year,Pop,0.6456310679611651,0.38,0.53125,4.5,0.0545454545454545,0.8282828282828283,0.1212121212121212,0.2626262626262626,0.5
Ashes to Ashes - 2017 Remaster,Jazz,0.5825242718446602,0.74,0.7395833333333334,5.5,0.0909090909090909,0.2727272727272727,0.2626262626262626,0.8787878787878788,0.62
Foto Van Vroeger,Lofi,0.8640776699029126,0.29,0.3125,8.0,0.0909090909090909,0.6767676767676768,0.2929292929292929,0.1414141414141414,0.31
Could You Be Loved,EDM,0.5,0.72,0.9583333333333334,4.5,0.1818181818181818,0.3636363636363636,0.101010101010101,0.7676767676767676,0.77
9 to 5,K pop,0.5097087378640777,0.78,0.5729166666666666,3.0,0.0909090909090909,0.4242424242424242,0.6363636363636364,0.8181818181818182,0.76
Everybody Needs Somebody to Love,Country,0.941747572815534,0.93,0.5104166666666666,2.0,0.1272727272727272,0.6161616161616161,0.3737373737373737,0.9292929292929292,0.63
Super Trouper,Video game music,0.5728155339805825,0.63,0.7916666666666666,4.0,0.0545454545454545,0.4646464646464646,0.1717171717171717,0.9696969696969696,0.6
Save Me - Remastered 2011,Video game music,0.3980582524271844,0.45,0.53125,3.5,0.0545454545454545,0.3636363636363636,0.1313131313131313,0.3333333333333333,0.51
Keep on Loving You,Folk,0.8495145631067961,0.72,0.3229166666666667,3.0,0.0545454545454545,0.0505050505050505,0.1212121212121212,0.4141414141414141,0.71
Woman in Love,Latin,0.8252427184466019,0.28,0.4895833333333333,8.0,0.0545454545454545,0.2525252525252525,0.1313131313131313,0.3333333333333333,0.68
The Spirit Of Radio,Jazz,0.6601941747572816,0.92,0.3854166666666667,3.5,0.0909090909090909,0.0101010101010101,0.4242424242424242,0.6363636363636364,0.63
Baggy Trousers,Folk,0.7038834951456311,0.89,0.6666666666666666,2.5,0.0727272727272727,0.1414141414141414,0.3434343434343434,0.9494949494949496,0.33
Hungry Heart,Rap,0.5339805825242718,0.89,0.6666666666666666,3.5,0.0545454545454545,0.0909090909090909,0.1616161616161616,0.9797979797979798,0.69
Guilty (feat. Barry Gibb),Video game music,0.7330097087378641,0.43,0.65625,8.0,0.0727272727272727,0.2323232323232323,0.1111111111111111,0.9595959595959596,0.67
Biko,EDM,0.8689320388349514,0.36,0.5520833333333334,5.5,0.0727272727272727,0.2828282828282828,0.2424242424242424,0.1717171717171717,0.36
Food For Thought,Hip hop,0.6359223300970874,0.53,0.90625,6.5,0.1454545454545454,0.0101010101010101,0.202020202020202,0.9696969696969696,0.5
Late in the Evening,EDM,0.5776699029126213,0.88,0.75,4.5,0.0727272727272727,0.202020202020202,0.0909090909090909,0.9696969696969696,0.58
Enola Gay - Remastered,Lofi,0.6941747572815534,0.76,0.5833333333333334,3.5,0.0545454545454545,0.0,0.0808080808080808,0.9393939393939394,0.65
Master Blaster (Jammin'),K pop,0.6359223300970874,0.42,0.9166666666666666,7.5,0.0909090909090909,0.0404040404040404,0.1818181818181818,0.9797979797979798,0.61
Don't Stand So Close To Me,EDM,0.6796116504854369,0.51,0.8333333333333334,4.5,0.109090909090909,0.0505050505050505,0.0404040404040404,0.5252525252525253,0.67
Wish You Were Here,Folk,0.587378640776699,0.32,0.5208333333333334,7.0,0.0909090909090909,0.7272727272727273,0.3838383838383838,0.2828282828282828,0.47
In The Air Tonight - 2015 Remastered,Folk,0.9223300970873788,0.24,0.46875,7.0,0.0545454545454545,0.5555555555555556,0.0707070707070707,0.303030303030303,0.77
Don't Stop Believin',Lofi,0.5776699029126213,0.75,0.5208333333333334,4.5,0.0727272727272727,0.1313131313131313,0.4545454545454545,0.5151515151515151,0.8
The Day Before You Came,Pop,0.5242718446601942,0.39,0.8333333333333334,7.5,0.0727272727272727,0.0505050505050505,0.0505050505050505,0.7474747474747475,0.51
Golden Brown,Gospel,0.4563106796116505,0.38,0.5833333333333334,7.5,0.0545454545454545,0.1414141414141414,0.1414141414141414,0.6060606060606061,0.67
Every Little Thing She Does Is Magic,Gospel,0.3980582524271844,0.77,0.5833333333333334,5.0,0.0545454545454545,0.1212121212121212,0.1212121212121212,0.4343434343434343,0.73
Start Me Up - Remastered,EDM,0.5922330097087378,0.93,0.65625,2.0,0.0727272727272727,0.0404040404040404,0.0909090909090909,0.9797979797979798,0.76
One Of Us,Jazz,0.3980582524271844,0.4,0.6770833333333334,7.5,0.0727272727272727,0.4848484848484848,0.0707070707070707,0.8686868686868687,0.59
Waiting On A Friend - Remastered 2009,Pop,0.5679611650485437,0.79,0.6354166666666666,3.0,0.0545454545454545,0.1616161616161616,0.5757575757575758,0.9191919191919192,0.58
Tainted Love,Pop,0.7038834951456311,0.51,0.5416666666666666,4.0,0.0727272727272727,0.4848484848484848,0.2929292929292929,0.6565656565656566,0.53
Memory,Metal,0.3689320388349514,0.24,0.1875,7.5,0.0727272727272727,0.4242424242424242,0.1111111111111111,0.1212121212121212,0.56
Everytime I Think of You - 2000 Remaster,K pop,0.587378640776699,0.73,0.4166666666666667,3.0,0.0727272727272727,0.3232323232323232,0.202020202020202,0.494949494949495,0.35
Don't You Want Me,Folk,0.5728155339805825,0.74,0.7604166666666666,4.0,0.0727272727272727,0.1818181818181818,0.2121212121212121,0.9696969696969696,0.74
I'll Find My Way Home - Remastered,Latin,0.8349514563106796,0.6,0.5520833333333334,5.0,0.0545454545454545,0.3131313131313131,0.0707070707070707,0.7171717171717171,0.43
Je Loog Tegen Mij,Video game music,0.3834951456310679,0.35,0.6458333333333334,7.0,0.0545454545454545,0.4646464646464646,0.0909090909090909,0.6666666666666666,0.46
Africa,Video game music,0.4514563106796116,0.37,0.6979166666666666,9.0,0.0545454545454545,0.2626262626262626,0.0505050505050505,0.7373737373737373,0.84
Telegraph Road,EDM,0.6067961165048543,0.59,0.3958333333333333,5.0,0.0545454545454545,0.0202020202020202,0.2727272727272727,0.2828282828282828,0.41
Under Pressure - Remastered,K pop,0.5533980582524272,0.71,0.6979166666666666,4.0,0.0909090909090909,0.4242424242424242,0.101010101010101,0.4747474747474747,0.72
Old and Wise,R&B,0.5436893203883495,0.32,0.3958333333333333,6.0,0.0545454545454545,0.7373737373737373,0.1212121212121212,0.1212121212121212,0.58
Private Investigations,Country,0.4077669902912621,0.1,0.5729166666666666,10.0,0.0545454545454545,0.7070707070707071,0.0808080808080808,0.0707070707070707,0.38
Billie Jean,K pop,0.5679611650485437,0.65,0.9583333333333334,1.5,0.0727272727272727,0.0202020202020202,0.0404040404040404,0.8585858585858586,0.81
Run to the Hills - 2015 Remaster,Lofi,0.8446601941747572,0.94,0.2604166666666667,2.5,0.1272727272727272,0.0303030303030303,0.1616161616161616,0.4646464646464646,0.6
Twilight Zone,Classical,0.5776699029126213,0.76,0.6875,3.5,0.0727272727272727,0.0101010101010101,0.0909090909090909,0.5454545454545454,0.47
Eye In The Sky,Rap,0.5436893203883495,0.42,0.8541666666666666,6.5,0.0545454545454545,0.5656565656565656,0.0808080808080808,0.5252525252525253,0.67
Rosanna,Gospel,0.3786407766990291,0.51,0.3958333333333333,6.5,0.0727272727272727,0.0202020202020202,0.2121212121212121,0.7474747474747475,0.7
Is She Really Going Out With Him? - Live,Rap,0.5388349514563107,0.42,0.5833333333333334,4.0,0.1272727272727272,0.9191919191919192,0.4141414141414141,0.4545454545454545,0.35
Bloedend Hart,K pop,0.558252427184466,0.6,0.6458333333333334,4.0,0.0727272727272727,0.1414141414141414,0.1212121212121212,0.5858585858585859,0.24
Belgie ... (Is Er Leven Op Pluto ...),R&B,0.6844660194174758,0.66,0.6041666666666666,7.0,0.0727272727272727,0.0101010101010101,0.0707070707070707,0.6666666666666666,0.52
1999,K pop,0.5776699029126213,0.73,0.90625,4.0,0.1454545454545454,0.1414141414141414,0.0808080808080808,0.6363636363636364,0.68
Islands In the Stream,Jazz,0.9902912621359224,0.41,0.6458333333333334,6.0,0.0727272727272727,0.6868686868686869,0.0909090909090909,0.7474747474747475,0.65
Real Men,Lofi,0.5533980582524272,0.19,0.71875,9.5,0.0545454545454545,0.6767676767676768,0.1717171717171717,0.3232323232323232,0.31
Come On Eileen,K pop,0.5194174757281553,0.66,0.46875,3.5,0.0909090909090909,0.6666666666666666,0.2626262626262626,0.7878787878787878,0.68
Kristallnaach,Folk,0.7718446601941747,0.57,0.3645833333333333,7.0,0.2181818181818181,0.494949494949495,0.0606060606060606,0.4444444444444444,0.47
State of Independence,Pop,0.8252427184466019,0.7,0.78125,4.5,0.2545454545454545,0.1818181818181818,0.0606060606060606,0.8787878787878788,0.42
You Can't Hurry Love - 2016 Remaster,EDM,0.4757281553398058,0.94,0.6458333333333334,2.5,0.0545454545454545,0.0303030303030303,0.0707070707070707,0.7676767676767676,0.76
Burning Heart,Rock,0.6067961165048543,0.55,0.4583333333333333,5.0,0.0727272727272727,0.1313131313131313,0.1818181818181818,0.494949494949495,0.43
Always On My Mind,Country,0.3543689320388349,0.26,0.5416666666666666,7.0,0.0545454545454545,0.7676767676767676,0.1414141414141414,0.202020202020202,0.63
Sexual Healing,Classical,0.4563106796116505,0.6,0.84375,5.0,0.109090909090909,0.1212121212121212,0.0606060606060606,0.7575757575757576,0.71
Vriendschap,Jazz,0.8252427184466019,0.35,0.5833333333333334,7.0,0.0545454545454545,0.4343434343434343,0.202020202020202,0.7272727272727273,0.46
Human Nature,K pop,0.4514563106796116,0.51,0.6458333333333334,5.0,0.0545454545454545,0.5454545454545454,0.2626262626262626,0.696969696969697,0.65
Save a Prayer - 2009 Remaster,Pop,0.5533980582524272,0.71,0.59375,4.5,0.0545454545454545,0.3535353535353535,0.1616161616161616,0.6767676767676768,0.62
Should I Stay or Should I Go - Remastered,Latin,0.5485436893203883,0.83,0.7708333333333334,3.0,0.2181818181818181,0.0808080808080808,0.3838383838383838,0.8282828282828283,0.79
P.Y.T. (Pretty Young Thing),K pop,0.616504854368932,0.82,0.9270833333333334,2.5,0.0727272727272727,0.2323232323232323,0.1313131313131313,0.9696969696969696,0.71
Wanna Be Startin' Somethin',K pop,0.5922330097087378,0.92,0.8854166666666666,2.0,0.0727272727272727,0.0202020202020202,0.0606060606060606,0.9090909090909092,0.64
It's Raining Again,K pop,0.587378640776699,0.67,0.625,3.5,0.0545454545454545,0.6262626262626263,0.2626262626262626,0.5656565656565656,0.6
Steppin' Out,Jazz,0.7718446601941747,0.54,0.6041666666666666,4.0,0.0545454545454545,0.0505050505050505,0.0808080808080808,0.5555555555555556,0.48
A Slow Song,Latin,0.8543689320388349,0.26,0.3229166666666667,9.5,0.0545454545454545,0.1515151515151515,0.0707070707070707,0.1919191919191919,0.22
Sunday Bloody Sunday - Remastered 2008,Video game music,0.4902912621359223,0.94,0.5625,3.5,0.0909090909090909,0.404040404040404,0.0404040404040404,0.7474747474747475,0.72
Every Breath You Take,Country,0.5679611650485437,0.45,0.8541666666666666,5.0,0.0545454545454545,0.5454545454545454,0.0707070707070707,0.7474747474747475,0.84
Mama - 2007 Remaster,Country,0.4029126213592233,0.88,0.5833333333333334,4.5,0.109090909090909,0.3838383838383838,0.3838383838383838,0.6767676767676768,0.45
99 Luftballons,Rap,0.4611650485436893,0.56,0.59375,3.5,0.0909090909090909,0.101010101010101,0.1111111111111111,0.5050505050505051,0.73
Sweet Dreams (Are Made of This) - Remastered,Lofi,0.6067961165048543,0.71,0.71875,3.5,0.0545454545454545,0.2323232323232323,0.1212121212121212,0.8888888888888888,0.81
I'm Still Standing,Country,0.8592233009708737,0.9,0.5208333333333334,3.5,0.3272727272727272,0.3636363636363636,0.1414141414141414,0.7777777777777778,0.79
Let's Dance - 2018 Remaster,Hip hop,0.558252427184466,0.74,0.6770833333333334,3.5,0.109090909090909,0.0101010101010101,0.1515151515151515,0.6363636363636364,0.71
China Girl - 2002 Remaster,Latin,0.6504854368932039,0.63,0.6770833333333334,5.0,0.0545454545454545,0.0202020202020202,0.1111111111111111,0.8787878787878788,0.57
Owner of a Lonely Heart,Jazz,0.6067961165048543,0.8,0.7708333333333334,3.0,0.0727272727272727,0.1818181818181818,0.2626262626262626,0.898989898989899,0.7
Waterfront - 2002 Remaster,Jazz,0.5825242718446602,0.79,0.5625,3.0,0.0545454545454545,0.0,0.1717171717171717,0.4848484848484848,0.54
Our House,Country,0.5922330097087378,0.65,0.625,5.5,0.109090909090909,0.0303030303030303,0.1313131313131313,0.7171717171717171,0.58
Just Can't Get Enough (Live in Hammersmith) - 2018 Remaster,R&B,0.616504854368932,0.96,0.6770833333333334,5.5,0.0909090909090909,0.0404040404040404,0.6464646464646465,0.9494949494949496,0.45
Message To My Girl,Folk,0.5097087378640777,0.4,0.6354166666666666,7.5,0.0545454545454545,0.101010101010101,0.0505050505050505,0.7171717171717171,0.33
Hello,Rock,0.2961165048543689,0.25,0.5104166666666666,7.0,0.0727272727272727,0.4141414141414141,0.101010101010101,0.0606060606060606,0.59
Pride and Joy,Jazz,0.616504854368932,0.63,0.4479166666666667,6.0,0.0727272727272727,0.0303030303030303,0.1111111111111111,0.7474747474747475,0.65
Uptown Girl,Lofi,0.6262135922330098,0.94,0.7291666666666666,1.5,0.0909090909090909,0.0707070707070707,0.6060606060606061,0.797979797979798,0.77
I Heard It Through The Grapevine,Classical,0.5679611650485437,0.35,0.75,5.5,0.0727272727272727,0.202020202020202,0.1111111111111111,0.6464646464646465,0.71
Nescio,Rap,0.616504854368932,0.52,0.5729166666666666,6.5,0.0545454545454545,0.3434343434343434,0.1111111111111111,0.6060606060606061,0.4
Uncertain Smile,EDM,0.6941747572815534,0.76,0.625,6.0,0.0909090909090909,0.0606060606060606,0.101010101010101,0.8484848484848485,0.48
Home by the Sea - 2007 Remaster,Pop,0.6262135922330098,0.72,0.625,4.0,0.0727272727272727,0.5050505050505051,0.0808080808080808,0.5656565656565656,0.43
Theme from Harry's Game,EDM,0.6407766990291263,0.07,0.1979166666666666,12.0,0.0727272727272727,0.9595959595959596,0.1111111111111111,0.0404040404040404,0.38
Nur geträumt,Rap,0.8592233009708737,0.8,0.5625,4.5,0.0545454545454545,0.0707070707070707,0.0808080808080808,0.898989898989899,0.56
Gloria - Live,Video game music,0.7135922330097088,0.95,0.2708333333333333,3.0,0.1818181818181818,0.0,1.0,0.6161616161616161,0.39
Here Comes the Rain Again - Remastered Version,R&B,0.6116504854368932,0.76,0.6770833333333334,4.0,0.0545454545454545,0.0101010101010101,0.2323232323232323,0.6161616161616161,0.62
Girls Just Want to Have Fun,R&B,0.5825242718446602,0.8,0.7395833333333334,2.5,0.0545454545454545,0.2222222222222222,0.3535353535353535,0.7373737373737373,0.76
Club Tropicana,Gospel,0.5679611650485437,0.71,0.6875,4.5,0.0909090909090909,0.0303030303030303,0.6565656565656566,0.8181818181818182,0.66
