song,genre
I Should Tell You,Jazz
The Silent Nutcracker (Instrumental),Gospel
Por un Segundo,Gospel
Someone Else Calling You Baby,Country
Whip (Bonus Track),Hip hop
Whip (Bonus Track),Rap
Hot Cross Buns,Gospel
Red (Taylor's Version),Pop
Purple Swag,Hip hop
Purple Swag,Rap
Who's Gonna (Nobody),R&B
Who's Gonna (Nobody),Classical
Hard For,Hip hop
Hard For,Rap
The Gospel of John Hurt,Hip hop
Immigrant Song,R&B
Tearin' Up My Heart (Radio Edit),Pop
STAY,Pop
Make Love,R&B
Make Love,Gospel
Power Of The Empire (feat. Yazz),Pop
Tempest,Rock
HARD LOVE,Rock
For My Team (feat. Monty),Hip hop
For My Team (feat. Monty),Rap
Had a Little Rooster,Jazz
Grenade,Pop
Your Eyes,Classical
Never Forget You (feat. John Legend),Hip hop
Never Forget You (feat. John Legend),Rap
Little Miss Muffet,Pop
Little Bo Peep,Rap
Maybe We Should Just Sleep On It,Country
Polly Put The Kettle On,Jazz
I'm a Lady (feat. Trouble Andrew),R&B
Ojos Así,Latin
"Detroit, Michigan",Rock
Shake,Rock
Nobody (feat. Athena Çage),R&B
Nobody (feat. Athena Çage),Latin
Mystery Train,Rock
Bird Machine (feat. Alesia),Hip hop
I Should Tell You,Folk
The Silent Nutcracker (Instrumental),Pop
Seven Days a Thousand Times,Country
(Sittin' On) The Dock of the Bay (Live),Pop
El Chapo (Bonus Track),Hip hop
El Chapo (Bonus Track),Rap
Trouble,Rock
Summertime Blues,Country
Today 4 U,Rap
Diary (feat. Jermaine Paul & Tony! Toni! Toné!),R&B
Diary (feat. Jermaine Paul & Tony! Toni! Toné!),Rock
Fire Away,Country
We Are the World 25 for Haiti,Pop
Watch You Burn,Country
"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)",Hip hop
"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)",Rap
Disappear,Hip hop
Better Man (Taylor's Version) [From The Vault],Pop
Metal Health (Bang Your Head),Rock
Did It Again,Pop
It’s Only (feat. Zyra),Folk
Sweet Jane,Rock
When I'm with You,Country
Sunflower (Spider-Man: Into the Spider-Verse),Hip hop
Sunflower (Spider-Man: Into the Spider-Verse),Rap
True Colors (feat. Nicki Minaj),Hip hop
True Colors (feat. Nicki Minaj),Rap
Big Machine,Rock
Mother and Child Reunion,Pop
Heaven Beside You,Rock
Old City Bar,Latin
My Song 5,Metal
Before the Lobotomy,Hip hop
The Tin Man (New Version),Country
Lost and Found,Country
What You Are,Rock
Little Deuce Coupe,Rock
Circles,Hip hop
Circles,Rap
Nobody's Listening,Rock
Peanut Butter Jelly,Rock
Hollywood's Bleeding,Hip hop
Hollywood's Bleeding,Rap
We Are Young,Pop
Invisible,Latin
Murder City,Jazz
Jackson,Latin
Love Autopsy,Latin
Knockin' On Heaven's Door,Rock
Don't Cry Daddy,Rock
An Angel Came Down,R&B
If This Isn't Love,R&B
If This Isn't Love,K pop
Drown (New),Rock
Whateva (feat. Monty),Hip hop
Whateva (feat. Monty),Rap
Incomplete,Pop
Hold the Line,Rock
Talk You Out of It,Country
More Than a Feeling,Rock
If This Bus Could Talk,Country
Cum On Feel the Noize,Rock
Wasting Time,Rock
Touch Me,Rock
Broke Down,Country
Double-Wide Dream,Country
Times,Folk
Boys from Oklahoma,Rock
I'mma Shine,Metal
Beautiful Lasers (2 Ways) [feat. MDMA],Hip hop
Beautiful Lasers (2 Ways) [feat. MDMA],Rap
Mientes,Latin
"no body, no crime (feat. HAIM)",EDM
Take Courage (Live),Metal
Sister (Live),Rock
Sarcastrophe,Metal
Kiss It Goodbye,Rock
Cruisin' (Single Edit),Rock
TESTIFY,Rock
Saturday,Folk
Only Daddy That'll Walk the Line,Country
You'll See,Jazz
Swag,Video game music
Radio/Video,Rock
Fm$,Hip hop
Fm$,Rap
Selfish,Hip hop
Selfish,Rap
All I Wanna Do Is Make Love to You,Rock
"Rock and Roll, Hoochie Koo",Rock
Marilyn (feat. Dominique Lejeune),Hip hop
Marilyn (feat. Dominique Lejeune),Rap
I Can Hear Music,Pop
Dance Like Yo Daddy,Pop
Two Dozen Roses,Country
Supernatural,Rock
Fifteen (Taylor’s Version),Country
I'd Love You All Over Again,Country
"You Gon' Learn (feat. Royce da 5'9"" & White Gold)",Hip hop
"You Gon' Learn (feat. Royce da 5'9"" & White Gold)",Rap
Dirt Road Anthem,Country
evermore (feat. Bon Iver),Folk
Official Girl (feat. Lil Wayne),R&B
Official Girl (feat. Lil Wayne),Rock
Tunnel of Love,Rock
The Hype,Pop
Le Freak,R&B
Le Freak,Pop
Show Me Love,Pop
Mr. Know It All,Pop
Electric Feel (Justice Remix),Hip hop
Hot Sugar,R&B
Hot Sugar,Folk
You Fckn Did It (Live) [Bonus Track],Pop
wRoNg (feat. Kehlani),Pop
I Believe,Pop
Chained,Hip hop
Glorious (feat. Skylar Grey),Hip hop
Glorious (feat. Skylar Grey),Rap
Fever,Metal
Laughing With,R&B
If I Ever Fall In Love (feat. Jason Derulo),Pop
Unaccommodating (feat. Young M.A),Hip hop
Unaccommodating (feat. Young M.A),Rap
Tie It Up,Country
I Only Have Eyes for You,Pop
I Need You,Rock
At Your Best (You Are Love),R&B
At Your Best (You Are Love),Pop
I Don't Know About You,Country
Dangerously,Pop
Heaven Beside You,Rock
Trampoline,Classical
Steam Engenius,Rock
Don't,Rock
White Horse (Taylor’s Version),Country
Go Robot,Pop
Obsesión,Classical
Summer Breeze,Pop
Llévame Contigo,K pop
Kno One,Hip hop
Kno One,Rap
"Problem (From ""Hotel Transylvania"") [The Monster Remix] (feat. will.i.am.)",Folk
The Journey of Your Life,Country
Made In America,Country
Rollin' (The Ballad of Big & Rich),Country
Yo También (feat. Marc Anthony),Gospel
The American Dream,Country
It's the Most Wonderful Time of the Year,Folk
Sleigh Ride,Classical
Surfin' Safari,Rock
Have Yourself a Merry Little Christmas,Rock
What Love Really Means,Hip hop
What Love Really Means,Latin
Sing 'Em Good My Friend,Country
Silent Night,Folk
ATM,Hip hop
ATM,Rap
Check Yo Self (feat. Das EFX) [Remix],Hip hop
Check Yo Self (feat. Das EFX) [Remix],Rap
Bad Boy,Country
Snap Yo Fingers,Hip hop
Snap Yo Fingers,Rap
Wrong Turns,Country
Greatness of Your Glory (Live),Rap
No Miracles (feat. Elle Varner & Machine Gun Kelly),Hip hop
No Miracles (feat. Elle Varner & Machine Gun Kelly),Rap
Calabria 2007 (Radio Edit),Hip hop
Spit Out the Bone,Metal
Hillbilly Blood,Country
Use My Heart,Country
Music For a Sushi Restaurant,Pop
Love Like This,Rock
With You,Pop
When a Woman Loves,R&B
When a Woman Loves,Classical
I Finally Found Someone (feat. Bryan Adams),Pop
Rich Girl (Remastered),Pop
Absolute Zero,Rock
Fat Bottomed Girls (Glee Cast Version),Pop
Animals (Workout Mix),Rock
Set It Off,Rock
Waiting for a Train,Latin
Texas Tornado,Country
Shot Down,R&B
Shot Down,Video game music
Lock It Up (feat. Anderson .Paak),Hip hop
Lock It Up (feat. Anderson .Paak),Rap
I Bet You Think About Me (Taylor's Version) [From The Vault] [feat. Chris Stapleton],Pop
One Number Away,Country
Sister Golden Hair,Rock
Na Na Na,Pop
Sunshine,Pop
Settin' the World On Fire,Country
Older Chests,Rap
Older Chests,Jazz
In Those Jeans,R&B
In Those Jeans,Country
I'll Cover You (Reprise),R&B
Love Like This,Hip hop
With You,Pop
When a Woman Loves,R&B
When a Woman Loves,Hip hop
I Finally Found Someone (feat. Bryan Adams),Pop
Rich Girl (Remastered),Pop
Absolute Zero,Rock
Fat Bottomed Girls (Glee Cast Version),Pop
Animals (Workout Mix),Jazz
Set It Off,Rock
Waiting for a Train,EDM
Texas Tornado,Country
Shot Down,R&B
Shot Down,R&B
Lock It Up (feat. Anderson .Paak),Hip hop
Lock It Up (feat. Anderson .Paak),Rap
I Bet You Think About Me (Taylor's Version) [From The Vault] [feat. Chris Stapleton],Pop
One Number Away,Country
Sister Golden Hair,Rock
Na Na Na,Pop
Sunshine,Pop
Settin' the World On Fire,Country
Older Chests,Classical
Older Chests,Classical
In Those Jeans,R&B
In Those Jeans,Pop
I'll Cover You (Reprise),EDM
Let's Be Still,Video game music
I Did It for You,Pop
Too Much,Rock
Promise,R&B
Promise,Video game music
I'm Gettin' Stoned,Country
Praises (Be Lifted Up) [Live],Pop
One Way Ticket (Because I Can),Country
"Bloodflood, Pt. II",Rap
"Wine, Beer, Whiskey",Country
Black Cadillac,Rock
On My Way Home,Pop
Because,Rock
Pretty In Pink,Pop
Flossin' (feat. Big Moe),Hip hop
Flossin' (feat. Big Moe),Rap
Asking for It,Rock
A Real Hero (feat. Electric Youth),Folk
It Had to Be You (with Michael Bublé),Pop
The Warrior,Pop
The Warrior,Rock
Back from the Dead,Rock
You Make Me Brave (Studio Version),K pop
Der Kommissar,Pop
Way Down,Rock
Time for Me to Fly,Rock
"A Quick One, While He's Away (Bonus Track)",Hip hop
Marsh,Hip hop
Marsh,Rap
BREAK MY SOUL,Pop
Lose You To Love Me,Pop
my ex's best friend,Pop
Buddha's Delight,Gospel
She's Out of My Life,Pop
Meaningless Kiss,Lofi
Entering Bootytown,Gospel
Like a Drug (Bonus Track),Hip hop
Just Gettin' Started,Country
Goodbyes (feat. Young Thug),Hip hop
Goodbyes (feat. Young Thug),Rap
Slam,Jazz
My Stupid Mouth,Rock
Sex Metal Barbie,Metal
Between the Devil and Me,Country
Breathing,Pop
My Baby Loves Me,Country
What I Like About You,Pop
Whoop That Trick,R&B
Whoop That Trick,Lofi
The Way I Loved You (Taylor’s Version),Country
Giving You the Best That I Got (Single Version),R&B
Giving You the Best That I Got (Single Version),Gospel
Easier to Run,Rock
Illegal (feat. Carlos Santana),Latin
A Dream Within a Dream,Gospel
Last Minute Late Night,Country
Volcano,Lofi
Volcano,Classical
The Ocean,Rock
All I Need to Know,Country
The Prince of Peace,Video game music
Follow You Follow Me,Rock
Hold On Tight,Rock
Tomboy,Country
Hesitate,Rock
Landslide (Live),Rock
Make It Happen,Pop
No Regrets (feat. Don Toliver),Hip hop
No Regrets (feat. Don Toliver),Rap
Rock the Boat,Pop
"Hard Headed Woman (From ""King Creole"")",Rock
Slow Show,Hip hop
Positively 4th Street,Rock
Ugly Lights,Country
Getaway Driver,Country
Fight for You,Pop
Lover I Don't Have to Love,Metal
Somebody to Love (Glee Cast Version) [Cover of Justin Bieber Song],Pop
Holy (feat. Chance the Rapper),Pop
Country Boy,Country
Use Me (Live),Pop
Surrender,Rock
Storyline,Country
Love Someone,Pop
Baptism (with Randy Travis),Country
So Big / So Small,Hip hop
Finale,Folk
Walk Like a Man,Rap
Colossus,Rap
Just the Way You Are,Rock
Hope (feat. Ty Dolla $ign),Hip hop
Hope (feat. Ty Dolla $ign),Rap
Demons,Hip hop
Ghost,Pop
All in the Suit That You Wear (Album Version),Rock
Let It Die,Rock
She's Not You,Rock
Good Time,Country
Lead Me Home,Country
On My Mind,Pop
One More Day,Country
(Now and Then There's) A Fool Such As I,Rock
Today Was A Fairytale (Taylor’s Version),Country
Someday,Country
Run,Latin
Goblin,Hip hop
Goblin,Rap
The Way I Talk,Country
You and Me,Pop
Bidi Bidi Bom Bom,Latin
Me Enamoré,Latin
It's Everyday Bro (feat. Team 10),Pop
The Sky Is Crying (Live),Rock
Panic Station,Classical
Wish We Were Older,Classical
You Proof,Country
Take Me Home Country Road,Rock
Nothing Breaks Like a Heart (feat. Miley Cyrus),Pop
Slight Work (feat. Big Sean),Hip hop
Slight Work (feat. Big Sean),Rap
All I Could Do Was Cry,Folk
Better Man,R&B
Better Man,K pop
Born to Run,Rock
Over the Moon,Folk
There Goes My Baby,R&B
There Goes My Baby,K pop
Here Tonight,Country
I've Got Wheels,Country
Are You Gonna Go My Way,Rock
Let Me,Country
"Ebay (Parody of ""I Want It That Way"" By the Backstreet Boys)",Folk
Old Friends,Country
Skeptic,Metal
Training Montage,Rock
Could It Be You (Punk Rock Chick),Pop
"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower]",Hip hop
"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower]",Rap
Into the Night,Pop
Never Love Again,Hip hop
Never Love Again,Rap
The World Is Yours,Hip hop
The World Is Yours,Rap
Peacemaker,Folk
Shape of My Heart,Pop
Only Lonely,Pop
Everybody Dies In Their Nightmares,Hip hop
Everybody Dies In Their Nightmares,Rap
Remember Boys,Country
imagine,Pop
Kashmir,Rock
Wooden Heart,Rock
An Angel Returned,Rock
The Riddle,Pop
"December, 1963 (Oh, What a Night)",Pop
Woman Up,Pop
Wild One,Country
Savage Love (Laxed - Siren Beat),Pop
Coming Home (feat. Julia Michaels),Country
Follow You,Rock
Just One Drink,Latin
Say So,R&B
Say So,Classical
Dear Old Sun,Country
Happy Holiday / The Holiday Season,Country
A Big Hunk O' Love,Rock
marjorie,Gospel
Baby (Glee Cast Version),Pop
Smoking Jacket,Country
Days of the Week,Rock
Keep On,Country
The Mirror,Rock
Tin Pan Alley (aka Roughest Place In Town),Rock
A Girl,Country
Brave Honest Beautiful (feat. Meghan Trainor),Pop
"Seasons of Love (From the Motion Picture ""Rent"")",Gospel
What Is and What Should Never Be,Rock
Arrival In Nara,Rock
(Don't Fear) The Reaper,Rock
I'm Only Joking,Rock
Good Ol' Days,Country
For My Sake,Rock
It's Your Love (feat. Faith Hill),Country
That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban],Country
Lenny,Rock
Never,Country
Shake,Hip hop
Shake,Rap
"All I Ask of You (Duet with Kelly Clarkson) [From ""The Phantom of the Opera""]",Pop
Chickens In the Pen,Rock
Spend My Life With You,R&B
Spend My Life With You,Jazz
Tucker's Town,Pop
American Honey,Country
Bossa Nova Baby,Rock
Heaven Come (Live),Gospel
Till I Get There,Hip hop
Till I Get There,Rap
Wide Awake,Country
Cannonball,Lofi
Cannonball,Hip hop
Good Ol' Days,Country
For My Sake,Rock
It's Your Love (feat. Faith Hill),Country
That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban],Country
Never,K pop
Lenny,Rock
Shake,Hip hop
Shake,Rap
"All I Ask of You (Duet with Kelly Clarkson) [From ""The Phantom of the Opera""]",Pop
Spend My Life With You,R&B
Spend My Life With You,Video game music
Chickens In the Pen,Rock
American Honey,Country
Tucker's Town,Pop
Bossa Nova Baby,Rock
Heaven Come (Live),Video game music
Till I Get There,Hip hop
Till I Get There,Rap
Wide Awake,Country
Cannonball,Country
Cannonball,Hip hop
Do It Again (Live),Latin
Late Nights & Early Mornings,R&B
Late Nights & Early Mornings,Country
Small Town Saturday Night,Country
Coffee,R&B
Coffee,Hip hop
I Ain't Living Long Like This,Country
The Letter,Rock
Superstition (Live),Rock
Life In the Fast Lane,Rock
The Next Time I Fall (With Amy Grant),Rock
Strings,R&B
Caught Up In the Rapture (Single Version),R&B
Caught Up In the Rapture (Single Version),Pop
Whiskey Sunrise,Country
Losing Heart,Gospel
Losing Heart,EDM
Dancing In the Sheets,Latin
I Don't Think About You,Pop
Graduate,Latin
Good Country Song,Country
Look What You've Done to Me,Pop
Polk Salad Annie (Live),Rock
Oxy Cotton (feat. Lord Infamous & Crunchy Black),Hip hop
Oxy Cotton (feat. Lord Infamous & Crunchy Black),Rap
Down,Country
"Sleazy (Remix 2.0) - Get Sleazier [feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000]",Pop
Don't It,Country
Miss Independent,Pop
Farewell,Hip hop
Farewell,Rap
Storm Coming,R&B
Leave It All to Shine (feat. Miranda Cosgrove & Victoria Justice),Pop
enough for you,Pop
Nightmare,Classical
I'll Take Care of You,Country
Rosalita (Come Out Tonight),Rock
Because of Your Love,Country
You Wouldn't Know Me,Country
Wildflowers,Rock
The Big Revival,Country
You Bring Me Down (Bonus Track),Rock
Big Balls,Rock
tolerate it,Country
Everybody's Everything,Rock
Under Control (feat. Hurts),Rock
Larger Than Life,Pop
Runnin' with the Devil,Rock
I'm a Small Town,Country
Me and My Kind,Country
Girl,Hip hop
Girl,Rap
Beautiful Every Time,Country
"Yah Yah (feat. Royce da 5'9"", Black Thought, Q-Tip & Denaun)",Hip hop
"Yah Yah (feat. Royce da 5'9"", Black Thought, Q-Tip & Denaun)",Rap
Hurricane,Rock
Don't Get Me Wrong,Rock
For the Birds,Country
To Break in a Glove,Rock
Old Man and Me,Pop
That Time,Pop
American Girl,Rock
Slave to the Rhythm,Pop
Premonition (Intro),Hip hop
Premonition (Intro),Rap
This Woman and This Man,Country
Came Back Haunted,Latin
Stepdad,Hip hop
Stepdad,Rap
Everybody Needs Somebody to Love,Rock
This Is the New Year,Pop
True Blue,Pop
So Fine,Pop
Never My Love,Rock
Rose Tattoo,K pop
Prop Me Up Beside the Jukebox (If I Die),Country
Lo Hecho Está Hecho,Pop
We Swarm,Gospel
Mr. Tambourine Man,Rock
Broken Halos,Country
The Boxer (feat. Mumford & Sons & Paul Simon),Country
Everything Has Changed (Taylor's Version) [feat. Ed Sheeran],Pop
Cry to Me (Single Version),R&B
Cry to Me (Single Version),EDM
C'mon n' Ride It (The Train),Hip hop
C'mon n' Ride It (The Train),Rap
Ring of Fire,Country
Suck My Kiss,Rock
Look What You Made Me Do,Pop
Après Moi,K pop
I Wanna Love You (feat. Jussie Smollett),Pop
Surfer Girl,Rock
Beggin',Pop
"I Will (feat. KXNG Crooked, Royce da 5'9"" & Joell Ortiz)",Hip hop
"I Will (feat. KXNG Crooked, Royce da 5'9"" & Joell Ortiz)",Rap
Keep Your Money (feat. Jussie Smollett),Pop
Safe and Sound,Country
Don't Stop...Planet Rock (Original Vocal Version),Country
MIDDLE CHILD,Hip hop
MIDDLE CHILD,Rap
"1 step forward, 3 steps back",Pop
Breathe (Taylor’s Version) [feat. Colbie Caillat],Country
Leaving Nara,Folk
Don't Drop That Thun Thun,Hip hop
Don't Drop That Thun Thun,Rap
Nothing In This World,Pop
"5 Star (Remix) [feat. Gucci Mane, Trina & Nickie Minaj]",Hip hop
"5 Star (Remix) [feat. Gucci Mane, Trina & Nickie Minaj]",Rap
Chokechain,K pop
We've Got Everything,Metal
Never Enough,Pop
Covered Wagon,Country
Colorado Sunrise,Hip hop
You Don't Miss a Thing (Live),Rock
Graceless,Folk
What I've Done,Rock
Holler Til You Pass Out,EDM
Mi Corazoncito (Live),Classical
I Just Can't Live a Lie,Pop
Photofinnish,R&B
Choice Kingdom,Country
God Save Rock 'N Roll,Rock
Losin Control,Hip hop
Losin Control,Rap
La Diabla,K pop
Desolation Row,Classical
Break the Bitch Down (feat. K. Camp),Hip hop
Break the Bitch Down (feat. K. Camp),Rap
Golden,Pop
Worry B Gone,Country
Don't Go,Pop
I Want to Be Your Man,R&B
I Want to Be Your Man,Rap
sweetener,Pop
"Tonight, Tonight",Rock
Survivor (#1's Edit),R&B
Survivor (#1's Edit),EDM
Kiss You In the Morning,Country
Da' Dip (Original),Hip hop
Da' Dip (Original),Rap
(You Drive Me) Crazy,Pop
Be My Forever (feat. Ed Sheeran),Pop
Skinny Love,Metal
Six Degrees of Separation,Country
I'll Try,Country
You Call Me a Bitch Like It's a Bad Thing,Rock
Let Me Go,EDM
Don’t You (Taylor’s Version) [From The Vault],Country
Another State of Mind (Bonus Track),Jazz
Fidelity,Hip hop
Mrs. Robinson,Pop
Moon Trance,Hip hop
Waiting On A Miracle,Video game music
528491,Folk
Christ Is Risen,Gospel
Forever & Always (Taylor’s Version),Country
Amanda,Country
Moody Blue,Rock
Peaches (feat. Daniel Caesar & GIVĒON),Pop
Hey Stephen (Taylor’s Version),Country
I Didn't Mean It,EDM
Northern Lights,Latin
Two Out of Three Ain't Bad,Rock
Cold,Pop
A Daily AntheM,Pop
Turning Page,Metal
Eclipse (All Yours) [Bonus Track],Rock
Turning Page (Instrumental) [Bonus Track],K pop
Llovera,Pop
Neighbors,Lofi
Sister Rosetta (2011 Version),Gospel
Bojangles Remix (Featuring Lil Jon & Ying Yang Twins),Hip hop
Bojangles Remix (Featuring Lil Jon & Ying Yang Twins),Rap
You’re Not Sorry (Taylor’s Version),Country
Love Will Take You,Rap
Check,Hip hop
Check,Rap
Love Someone,Country
I'd Do Anything,Rock
Seas of Crimson (Live),Lofi
Hungover & Hard Up,Country
From Now On,Lofi
Requiem On Water,Country
That Girl,Pop
Mombasa,EDM
Raw,Hip hop
Raw,Rap
Words Fail,Rap
"Flightless Bird, American Mouth (Wedding Version)",Jazz
Love Death Birth,K pop
D.A.M.,Hip hop
D.A.M.,Rap
Bohemian Rhapsody,Pop
Rewind (feat. Monty),Hip hop
Rewind (feat. Monty),Rap
How We Do Things (feat. Monty),Hip hop
How We Do Things (feat. Monty),Rap
I Remember,Video game music
I Remember,Rap
No Days Off (feat. Monty),Hip hop
No Days Off (feat. Monty),Rap
Trap Luv,Hip hop
Trap Luv,Rap
Breakaway,Pop
We Were Happy (Taylor’s Version) [From The Vault],Country
Epiphany,Latin
Hold On Forever,Pop
A Horse with No Name,Rock
"American Eulogy: A. Mass Hysteria, B. Modern World",Lofi
Walk On the Wild Side,Rock
Boomin,Hip hop
Boomin,Rap
I See Ya (Bonus Track),Hip hop
I See Ya (Bonus Track),Rap
5th Dimension (feat. Ricco Barrino),Hip hop
5th Dimension (feat. Ricco Barrino),Rap
Words Fail,Classical
"Flightless Bird, American Mouth (Wedding Version)",Hip hop
Love Death Birth,Metal
D.A.M.,Hip hop
D.A.M.,Rap
Bohemian Rhapsody,Pop
Rewind (feat. Monty),Hip hop
Rewind (feat. Monty),Rap
How We Do Things (feat. Monty),Hip hop
How We Do Things (feat. Monty),Rap
I Remember,Video game music
I Remember,Rock
No Days Off (feat. Monty),Hip hop
No Days Off (feat. Monty),Rap
Trap Luv,Hip hop
Trap Luv,Rap
Breakaway,Pop
We Were Happy (Taylor’s Version) [From The Vault],Country
Epiphany,Hip hop
Hold On Forever,Pop
A Horse with No Name,Rock
"American Eulogy: A. Mass Hysteria, B. Modern World",Classical
Walk On the Wild Side,Rock
Boomin,Hip hop
Boomin,Rap
I See Ya (Bonus Track),Hip hop
I See Ya (Bonus Track),Rap
5th Dimension (feat. Ricco Barrino),Hip hop
5th Dimension (feat. Ricco Barrino),Rap
"Airplanes, Part II (feat Eminem & Hayley Williams)",Hip hop
"Airplanes, Part II (feat Eminem & Hayley Williams)",Rap
Zombie,Rock
Black Water,Rock
The Static Age,Lofi
The Kids (feat. Janelle Monáe),Hip hop
The Kids (feat. Janelle Monáe),Rap
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",Hip hop
